id_persona	segment	inici_s	final_s	token_baix	probabilitats_baixes	n_tokens_baixos	text_segment_asr	formes_cobertes	clips_coberts	llindar	estat
pa-001	236	741.720	744.040	it | ero | al	0.3548 | 0.2670 | 0.2016	3	I el cap de delegació, si necessitero un acaliment,			p < 0.55	pendent d'audició
pa-001	239	748.400	752.200	del | d	0.4947 | 0.4714	2	del que nosaltres estem acostumats aquí i en d'altres llocs,			p < 0.55	pendent d'audició
pa-001	240	752.280	754.840	ra	0.0842	1	que moltes vegades és una mica onorra de gats.			p < 0.55	pendent d'audició
pa-001	241	754.920	759.720	post	0.4575	1	I, aleshores, bé, aquesta va ser la postura,			p < 0.55	pendent d'audició
pa-001	242	759.800	761.800	jo | co | pres | d	0.4519 | 0.0825 | 0.5086 | 0.4124	4	perquè jo penso que el copresident més darrere,			p < 0.55	pendent d'audició
pa-001	243	761.880	763.040	amb | els | seus | emple	0.1048 | 0.3045 | 0.3252 | 0.4088	4	amb els seus empleats...			p < 0.55	pendent d'audició
pa-001	244	763.120	764.680	A | d | hi	0.2036 | 0.3925 | 0.3251	3	Aleshores, cap d'endorra hi feu la Constitució,			p < 0.55	pendent d'audició
pa-001	245	764.760	767.800	de	0.4598	1	i, aleshores, aquella gent... de frente.			p < 0.55	pendent d'audició
pa-001	246	767.880	769.680	l | sé | de | de | cit	0.0314 | 0.1008 | 0.4778 | 0.2807 | 0.1264	5	A veure, tampoc l'hi sé de dimarts de citó,			p < 0.55	pendent d'audició
pa-001	247	769.760	771.960	probable | ten | checks | aquell	0.0928 | 0.2194 | 0.2020 | 0.2328	4	probablement tenen aquells checks del judici aquell,			p < 0.55	pendent d'audició
pa-001	248	772.040	774.160	hi | podia | dels | cop | ci | pes	0.2880 | 0.5127 | 0.4977 | 0.4346 | 0.4438 | 0.4916	6	que hi podia haver una responsabilitat dels copríncipes,			p < 0.55	pendent d'audició
pa-001	249	774.240	777.320	en	0.3960	1	i els copríncipes, en aquell moment,			p < 0.55	pendent d'audició
pa-001	253	787.840	790.520	algun | de | l | Em | mi | ran	0.0241 | 0.4075 | 0.5284 | 0.1147 | 0.1210 | 0.3436	6	algun diputat de l'Emà li va dir al mi terran,			p < 0.55	pendent d'audició
pa-001	254	790.600	793.400	molt | and	0.3875 | 0.1747	2	"""Vos, molt demòcrata, però andorra a fer-ho de senyor feudal""."			p < 0.55	pendent d'audició
pa-001	255	793.480	797.200	clar | moment	0.3824 | 0.4416	2	I clar, això, amb aquell moment, no li va agradar massa, no?			p < 0.55	pendent d'audició
pa-001	256	797.280	798.960	és | ell | ten | les | ide	0.2786 | 0.4597 | 0.3353 | 0.4980 | 0.4995	5	Però és igual, ell tenia les idees clares,			p < 0.55	pendent d'audició
pa-001	257	799.040	802.160	els | a | ves	0.3312 | 0.5201 | 0.1897	3	que els mitjans de comunicació estaven a les vesceroles, no?			p < 0.55	pendent d'audició
pa-001	260	806.360	811.400	amb	0.3386	1	van voler que les negociacions es portessin amb certa discreció,			p < 0.55	pendent d'audició
pa-001	261	811.480	814.360	està	0.3964	1	i la representació del Consell també està d'acord,			p < 0.55	pendent d'audició
pa-001	262	814.440	816.680	fe	0.4052	1	i que cada reunió es feia un comunicat de premsa,			p < 0.55	pendent d'audició
pa-001	263	816.760	822.160	però | factors | les	0.2155 | 0.3899 | 0.0721	3	però consensuat, i que un dels factors era que les propostes			p < 0.55	pendent d'audició
pa-001	264	822.240	825.360	ien	0.2291	1	resfeien la representació del Consell,			p < 0.55	pendent d'audició
pa-001	266	829.080	832.640	pod | ien	0.4843 | 0.4658	2	podien entrar a criticar la proposta que feia un altre,			p < 0.55	pendent d'audició
pa-001	267	832.720	833.720	d | moment | li | s	0.4200 | 0.2388 | 0.2467 | 0.1527	4	que d'un moment li sàpiga.			p < 0.55	pendent d'audició
pa-001	268	833.800	837.840	sup | amb | d	0.3874 | 0.2188 | 0.3273	3	Hi havia tot un procediment que suposa amb algun lloc d'ofigurar,	llavors	clips/pa-001__llavors__837.17.wav	p < 0.55	pendent d'audició
pa-001	269	837.920	840.360	que | ll	0.5453 | 0.5192	2	de la manera que, llavors,	llavors	clips/pa-001__llavors__837.17.wav	p < 0.55	pendent d'audició
pa-001	270	840.440	843.240	ac | gu | de | fer | el	0.2172 | 0.3265 | 0.2107 | 0.5243 | 0.5121	5	aconseguirien les reunions de fer el procediment de premsa.	llavors	clips/pa-001__llavors__837.17.wav	p < 0.55	pendent d'audició
pa-001	271	843.320	846.360	van | un	0.2092 | 0.3841	2	I amb el tema aquestes van baixar un parell de dies			p < 0.55	pendent d'audició
pa-001	272	846.440	848.400	a	0.1314	1	a Barcelona, perquè els assessors majoritàriament			p < 0.55	pendent d'audició
pa-001	273	848.480	850.760	està | ien	0.3340 | 0.3541	2	estàien a baix, van fer les reunions de treball			p < 0.55	pendent d'audició
pa-001	274	850.840	854.960	en | més | en	0.5468 | 0.1444 | 0.0936	3	per deixar un esborrany, en certa manera, més enllestit,			p < 0.55	pendent d'audició
pa-001	275	855.040	857.280	aquell	0.4060	1	i aquell esborrany un dia van pujar a Barcelona,			p < 0.55	pendent d'audició
pa-001	276	857.360	859.040	sort	0.2424	1	i la demà sortia de la premsa.			p < 0.55	pendent d'audició
pa-001	277	859.120	863.880	a | que | com	0.0910 | 0.4099 | 0.1911	3	Bueno, a mi que es publiquen, com així, tampoc...			p < 0.55	pendent d'audició
pa-001	278	863.960	867.040	s	0.5311	1	A mi em va sàpiga greu amb el sentit			p < 0.55	pendent d'audició
pa-001	279	867.120	871.680	que | del	0.5191 | 0.2561	2	que les representacions del Consell no pensessin			p < 0.55	pendent d'audició
pa-001	280	871.760	874.840	inter	0.4521	1	que hi havia un interès per part del Consell,			p < 0.55	pendent d'audició
pa-001	281	874.920	876.920	d | arr | ere | s | vent | filt	0.2300 | 0.3010 | 0.5202 | 0.1672 | 0.1675 | 0.4033	6	o de la darrere s'intervent a filtrar-lo.			p < 0.55	pendent d'audició
pa-001	285	885.080	888.480	to | t | es	0.3386 | 0.2586 | 0.4995	3	i el moment que va sortir el públic tothom va tancar files.			p < 0.55	pendent d'audició
pa-001	286	888.560	891.640	a | les | ara	0.4600 | 0.5155 | 0.5073	3	Quan a les hores es diu ara, quan està tot tancat,	és a dir	clips/pa-001__s-a-dir__890.97.wav	p < 0.55	pendent d'audició
pa-001	287	891.720	893.720	és	0.2890	1	és a dir, l'ingrés a la ONU,	és a dir	clips/pa-001__s-a-dir__890.97.wav	p < 0.55	pendent d'audició
pa-001	288	893.800	897.200	ja | no	0.2965 | 0.5354	2	ja em va quedar una mica així, no vaig dir que no, ni que sí.	és a dir	clips/pa-001__s-a-dir__890.97.wav	p < 0.55	pendent d'audició
pa-001	289	897.280	902.200	És | un | fan | c | esa	0.3729 | 0.5318 | 0.3607 | 0.5022 | 0.4542	5	És sèptic, i a les hores, un representant de la delegació fancesa,			p < 0.55	pendent d'audició
pa-001	290	902.280	904.280	em | ide	0.5243 | 0.3941	2	em va dir, no oblideu una cosa,			p < 0.55	pendent d'audició
pa-001	291	904.360	907.800	el	0.1260	1	que donarà el reconeixement internacional d'Andorra			p < 0.55	pendent d'audició
pa-001	292	907.880	911.240	em	0.2432	1	és la seva embre de la ONU.			p < 0.55	pendent d'audició
pa-001	294	915.400	919.360	en | a | de	0.4528 | 0.2009 | 0.4733	3	això ja s'encomana a govern de fer les gestions oportunes,			p < 0.55	pendent d'audició
pa-001	297	924.640	926.640	què | els	0.3891 | 0.5166	2	què han dit els altres països?			p < 0.55	pendent d'audició
pa-001	298	926.720	929.480	ha | ig	0.3440 | 0.1434	2	O sigui, que haig de ser una bona actuació.			p < 0.55	pendent d'audició
pa-001	299	929.560	932.560	Pel	0.4117	1	Pel costat francès no hi havia problema,			p < 0.55	pendent d'audició
pa-001	300	932.640	934.640	pel | E	0.4527 | 0.5122	2	pel costat d'Espanya, el sabia de treballar.			p < 0.55	pendent d'audició
pa-001	303	940.720	942.960	millor	0.4660	1	en aquest moment tot és millorable,			p < 0.55	pendent d'audició
pa-001	304	943.040	946.960	es | ha | pog	0.2909 | 0.2514 | 0.3087	3	i en aquell moment es ha pogut aconseguir millor,			p < 0.55	pendent d'audició
pa-001	305	947.040	951.160	però | va	0.5199 | 0.2366	2	ho dubto, però es va anar per aconseguir el que era possible.			p < 0.55	pendent d'audició
pa-001	307	953.320	955.600	se | mod	0.3289 | 0.4463	2	quan se vol modificació de la Constitució,			p < 0.55	pendent d'audició
pa-001	308	955.680	959.240	qued | dels | rans	0.3832 | 0.4963 | 0.3218	3	quedava la iniciativa única i exclusiva dels Andorrans,			p < 0.55	pendent d'audició
pa-001	309	959.320	961.320	al | g	0.4939 | 0.2979	2	que fins al aquell moment no eren gins.			p < 0.55	pendent d'audició
pa-001	311	963.480	966.080	decide | per	0.4332 | 0.4959	2	els Andorrans demà decideixen, per majoria,			p < 0.55	pendent d'audició
pa-001	312	966.160	968.600	cop | r | ins | i | pr	0.5441 | 0.5383 | 0.3400 | 0.3053 | 0.4386	5	supriments coprins i supriments ho poden fer.			p < 0.55	pendent d'audició
pa-001	314	972.080	976.240	a	0.3291	1	però vull dir que ho vam deixar tot a mans de la soberania popular.			p < 0.55	pendent d'audició
pa-001	316	979.880	981.880	de	0.4130	1	de que quan hi ha hagut un problema,			p < 0.55	pendent d'audició
pa-001	318	985.200	988.440	Independ | de | amb | sent | ència | it	0.5041 | 0.3891 | 0.4618 | 0.3081 | 0.4717 | 0.3656	6	Independentment de que amb sentència del Constitucional			p < 0.55	pendent d'audició
pa-001	319	988.520	990.520	les | pug | es | part | d	0.3226 | 0.4813 | 0.3421 | 0.3639 | 0.4454	5	algunes les puguin escompartir, d'altres no,			p < 0.55	pendent d'audició
pa-001	320	990.600	993.200	això | ad	0.4719 | 0.3477	2	això és un criteri de cada ciutadà.			p < 0.55	pendent d'audició
pa-001	321	993.280	995.960	hi	0.5352	1	Globalment jo penso que ha donat solucions als problemes que hi havia			p < 0.55	pendent d'audició
pa-001	322	996.040	998.040	s	0.2104	1	i ha sorgit.			p < 0.55	pendent d'audició
pa-001	323	999.120	1002.440	av	0.5065	1	I, a daltes, potser l'aventatge que hem tingut			p < 0.55	pendent d'audició
pa-001	325	1005.000	1008.120	amb | que	0.4177 | 0.4466	2	ha estat amb gent que ha hagut gent professional			p < 0.55	pendent d'audició
pa-001	326	1008.200	1011.000	d	0.1773	1	i allunyat del món polític d'Andorra.			p < 0.55	pendent d'audició
pa-001	328	1014.920	1019.160	si | el	0.4725 | 0.5394	2	però jo crec que si un dia el Tribunal Constitucional			p < 0.55	pendent d'audició
pa-001	329	1020.240	1026.120	en | el | r | ants	0.4769 | 0.0669 | 0.3233 | 0.4344	4	arriba a ser integrat per magistrats en el rants,			p < 0.55	pendent d'audició
pa-001	330	1026.200	1030.280	re | gi	0.0718 | 0.3422	2	potser no, però correm al rei que es polititgi.			p < 0.55	pendent d'audició
pa-001	333	1041.080	1044.080	d | all	0.4595 | 0.3514	2	que era un senyor que era castellà d'allò,			p < 0.55	pendent d'audició
pa-001	334	1044.160	1048.920	i | s | i | amb | correct	0.4930 | 0.2425 | 0.5335 | 0.3127 | 0.3922	5	i s'esforçava molt a parlar del català i amb el correcte,			p < 0.55	pendent d'audició
pa-001	335	1049.000	1051.000	i | li | va | dir | al	0.4870 | 0.0347 | 0.2429 | 0.4302 | 0.3483	5	i li va dir al comentari que em feia bé,			p < 0.55	pendent d'audició
pa-001	336	1051.080	1053.080	em | que	0.1881 | 0.4810	2	em va dir que estic encantat.			p < 0.55	pendent d'audició
pa-001	337	1053.160	1055.160	ig	0.5150	1	Vinc aquí, faig la meva feina,			p < 0.55	pendent d'audició
pa-001	338	1055.240	1057.920	it | zo	0.5404 | 0.5449	2	ho analitzo des del punt de vista jurídic			p < 0.55	pendent d'audició
pa-001	339	1058.000	1061.200	bo | pre | de | bé	0.4336 | 0.4789 | 0.4435 | 0.1673	4	i no rebo cap pregió ni cap suggerència del que de bé,			p < 0.55	pendent d'audició
pa-001	341	1063.960	1066.280	als	0.4453	1	I, aleshores, això ens permet als magistrats			p < 0.55	pendent d'audició
pa-001	343	1068.440	1070.440	i	0.3605	1	i ens podem equivocar, evidentment,	evidentment	clips/pa-001__evidentment__1067.69.wav	p < 0.55	pendent d'audició
pa-001	344	1070.520	1073.240	re	0.4334	1	però no reben cap classe de pregió política.	evidentment	clips/pa-001__evidentment__1067.69.wav	p < 0.55	pendent d'audició
pa-001	345	1073.320	1076.360	constitu | ï	0.4635 | 0.3277	2	A veure, quan has viscut el procés constituïent			p < 0.55	pendent d'audició
pa-001	347	1079.360	1081.360	el | lle | ge	0.1458 | 0.5075 | 0.5107	3	hi ha certs moments que, quan el llegeixi,			p < 0.55	pendent d'audició
pa-001	348	1081.440	1083.440	han	0.2955	1	sembla que no han viscut el mateix procés.			p < 0.55	pendent d'audició
pa-001	349	1084.520	1088.240	clar | s | hum | ir | amb	0.4204 | 0.0913 | 0.4289 | 0.5445 | 0.4536	5	I, aleshores, clar, un s'humiré, potser amb un punt de vista,			p < 0.55	pendent d'audició
pa-001	350	1088.320	1090.320	res	0.4477	1	altres s'humiré amb un altre,			p < 0.55	pendent d'audició
pa-001	351	1090.400	1093.400	to	0.3666	1	i potser tothom tira una mica a casa seva.			p < 0.55	pendent d'audició
pa-001	352	1093.480	1095.480	period	0.0972	1	És un period que hi ha.			p < 0.55	pendent d'audició
pa-001	353	1095.560	1098.920	No | ca | cad	0.5009 | 0.1053 | 0.4979	3	No penso que és interessant que caigui a cadascuna de les parts			p < 0.55	pendent d'audició
pa-001	354	1099.000	1101.000	perquè | i | oper	0.4423 | 0.4775 | 0.0887	3	perquè doni la seva operació.			p < 0.55	pendent d'audició
pa-001	355	1101.080	1103.880	l | host | a	0.4717 | 0.0393 | 0.3433	3	A l'hosta de la Constitució i la comissió constituent,			p < 0.55	pendent d'audició
pa-001	357	1106.040	1108.040	pom	0.5271	1	Això és com la fruita d'un pomer,			p < 0.55	pendent d'audició
pa-001	358	1108.120	1111.320	ist | c	0.4037 | 0.3811	2	quan està madura, és el que està amb la cistella sota i la cull.			p < 0.55	pendent d'audició
pa-001	360	1113.480	1115.480	està | mol	0.4068 | 0.5458	2	els que estàvem amb la cistella sota eren molts de la comissió,			p < 0.55	pendent d'audició
pa-001	361	1115.560	1117.560	d | ac	0.2261 | 0.4986	2	i ens va tocar d'acollir-la,			p < 0.55	pendent d'audició
pa-001	362	1117.640	1120.120	cap	0.4633	1	però tampoc cap més mèrit extraordinari.			p < 0.55	pendent d'audició
pa-002	1	0.000	5.000	m | ò	0.5125 | 0.3565	2	(mòbil)			p < 0.55	pendent d'audició
pa-002	2	5.000	9.000	dir	0.2063	1	Va ser multifactorial, diria.			p < 0.55	pendent d'audició
pa-002	3	9.000	13.000	era | all	0.2821 | 0.1584	2	Es va veure que el sistema era allà per tots costats.	reformeta;és a dir	clips/pa-002__s-a-dir__12.25.wav;clips/pa-002__reformeta__12.25.wav	p < 0.55	pendent d'audició
pa-002	4	13.000	17.000	És | el	0.2434 | 0.2844	2	És a dir, per molt que s'hagués fet el que se'n va dir reformeta,	reformeta;és a dir	clips/pa-002__s-a-dir__12.25.wav;clips/pa-002__reformeta__12.25.wav	p < 0.55	pendent d'audició
pa-002	5	17.000	19.000	am	0.3253	1	era un executiu amputat,	perquè;reformeta;és a dir	clips/pa-002__s-a-dir__12.25.wav;clips/pa-002__perqu__18.25.wav;clips/pa-002__reformeta__12.25.wav	p < 0.55	pendent d'audició
pa-002	6	19.000	23.000	ava | de | haver | el | co	0.4180 | 0.5489 | 0.2516 | 0.4290 | 0.2718	5	perquè no deixava de haver-hi el servei dels copríncipes,	perquè	clips/pa-002__perqu__18.25.wav	p < 0.55	pendent d'audició
pa-002	8	28.000	32.000	amb | fam | recurs | en | que	0.4687 | 0.3787 | 0.5115 | 0.3699 | 0.4913	5	I, amb el famós recurs en queixa,			p < 0.55	pendent d'audició
pa-002	10	38.000	41.000	en	0.3904	1	amb el recurs en queixa podia posar en suspens			p < 0.55	pendent d'audició
pa-002	11	41.000	45.000	an | ular	0.3319 | 0.3050	2	o anular una disposició legislativa o governamental.			p < 0.55	pendent d'audició
pa-002	12	45.000	48.000	un	0.3323	1	És a dir, un poder absolut.			p < 0.55	pendent d'audició
pa-002	13	48.000	53.000	eleg	0.3365	1	I això està per sobre dels organismes elegits.			p < 0.55	pendent d'audició
pa-002	14	53.000	56.000	amb	0.2461	1	El fracàs de la reformeta va posar amb evidència			p < 0.55	pendent d'audició
pa-002	15	56.000	60.000	de | es | res | olt	0.4343 | 0.4937 | 0.3150 | 0.4375	4	de que es tenia d'anar amb una fórmula més resoltiva.			p < 0.55	pendent d'audició
pa-002	17	64.000	71.000	permit	0.3495	1	que no permitia un govern realment eficient i responsable			p < 0.55	pendent d'audició
pa-002	18	71.000	73.000	de	0.2914	1	de les coses del país.	de fet	clips/pa-002__de-fet__72.25.wav	p < 0.55	pendent d'audició
pa-002	19	73.000	76.000	això | de	0.2660 | 0.3528	2	Va servir per això, de fet,	de fet	clips/pa-002__de-fet__72.25.wav	p < 0.55	pendent d'audició
pa-002	20	76.000	80.000	se | man | g	0.3391 | 0.3757 | 0.3052	3	per evidenciar amb les seves mangances, les seves contradiccions	de fet	clips/pa-002__de-fet__72.25.wav	p < 0.55	pendent d'audició
pa-002	21	80.000	82.000	problem	0.3779	1	i els seus problemes no resolts			p < 0.55	pendent d'audició
pa-002	22	82.000	85.000	de	0.5264	1	de que es tenia d'anar amb una fórmula diferent.			p < 0.55	pendent d'audició
pa-002	25	90.000	93.000	h | estab | calend	0.4735 | 0.1434 | 0.2110	3	En principi s'havia establert un calendari			p < 0.55	pendent d'audició
pa-002	28	101.000	103.000	ero	0.5281	1	i que era un carrero sense sortida.			p < 0.55	pendent d'audició
pa-002	31	109.000	112.000	ués	0.2176	1	que val la pena que ho digués ara,			p < 0.55	pendent d'audició
pa-002	32	112.000	116.000	perquè	0.4123	1	perquè no ho he dit, considero que ha sigut el millor cap,			p < 0.55	pendent d'audició
pa-002	33	116.000	120.000	que | d | or | p | ordin	0.5327 | 0.2117 | 0.5038 | 0.1151 | 0.2316	5	que he hagut d'endorre pels ordinaris paraules,			p < 0.55	pendent d'audició
pa-002	37	132.000	136.000	on | t | ar | avia | de	0.4710 | 0.3241 | 0.3203 | 0.4407 | 0.1800	5	i ell era una persona on t'arrenar no m'havia de dialogar,	a veure	clips/pa-002__a-veure__126.25.wav	p < 0.55	pendent d'audició
pa-002	38	136.000	139.000	era	0.4702	1	era autoritari, però era una manera...			p < 0.55	pendent d'audició
pa-002	39	139.000	143.000	però | curios | en	0.0421 | 0.5282 | 0.3231	3	però, curiosament, en guardo un bon record			p < 0.55	pendent d'audició
pa-002	40	143.000	148.000	et | dem	0.1628 | 0.4566	2	i et demanaré que els dos punts importants			p < 0.55	pendent d'audició
pa-002	41	148.000	153.000	vag	0.4689	1	que va promoure ell els vagi votar, sigui l'acord,			p < 0.55	pendent d'audició
pa-002	43	157.000	163.000	es | d | in	0.4345 | 0.2770 | 0.0806	3	i el segon, la compra de fassa, que es va passar d'inferda.			p < 0.55	pendent d'audició
pa-002	44	163.000	167.000	d	0.5114	1	És a dir, amb les qüestions d'estat,			p < 0.55	pendent d'audició
pa-002	45	167.000	170.000	d	0.1216	1	d'acord, sobre el fons, no sobre la forma,			p < 0.55	pendent d'audició
pa-002	46	170.000	173.000	té | forma	0.1668 | 0.2300	2	perquè té una forma una mica dictatorial.	vull dir	clips/pa-002__vull-dir__172.25.wav	p < 0.55	pendent d'audició
pa-002	47	173.000	176.000	No | és | un | tan	0.2687 | 0.3893 | 0.2834 | 0.4316	4	No és un dictatorial tan poc, autoritària, vull dir.	vull dir	clips/pa-002__vull-dir__172.25.wav	p < 0.55	pendent d'audició
