id_persona	forma	interval_escolta	clip	sha256	coincidencia_small	coincidencia_base	consens_textual	text_small	text_base
pa-022	és a dir	11.49-17.91	clips/pa-022__s-a-dir__11.49.wav	d843e8305006a5a4c5272cf8b7a7f216adc3828d8b4629f2914eea67b0dab85b	sí	no	no	que no hauríem d'anar per endorra.  És a dir, que no haguéssum demanat mai d'una certa manera.	que es diu que no haguessum demanat mai d'una certa manera.
pa-023	és a dir	207.17-213.55	clips/pa-023__s-a-dir__207.17.wav	4e68e4319d2a18e6dff4e3460aa1f69cc7efa50f5c0440b12fd0dc4e08e4eee2	sí	no	no	És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps,	El que va amb disfrutar molt va ser que hi va haver un ambient molt temps,
pa-024	és a dir	78.49-84.39	clips/pa-024__s-a-dir__78.49.wav	a1c469ae4499b42f14fb3519630a085e61dd4916629f9c6d058664d998c00ff2	no	no	no	i democratitzar més el país, que li haig d'expandir...	de democratitzar més el país que li he expandit, doncs la...
pa-025	és a dir	64.61-70.95	clips/pa-025__s-a-dir__64.61.wav	9fb60f0251e2633eca14340bff258dad7323703f418efa58bfa5ccca7e72efe1	no	no	no	i el que ha de fer és que aquí no teníem veritablement un Parlament.	No teníem gairebé un parlement de les eleccions.
pa-026	és a dir	64.09-68.39	clips/pa-026__s-a-dir__64.09.wav	a0131f905fc6b5055935b9db4e5f641e9c8dd15f1c33156a2430926f27383e95	no	no	no	Sí, sí, a veure.	Sí, això hi ha per ell.
pa-027	és a dir	185.61-192.87	clips/pa-027__s-a-dir__185.61.wav	396166e7dcac8577bd565408d3f51829e90f5e81bdbee5c08cf4fdf2ec70940e	sí	sí	sí	de grup, és a dir, amb els que l'havien portat a l'acció de fer amb reunió de grup.	de grup, és a dir, jo amb els que havíem portat a l'acció a fer amb reunió de grup.
pa-029	és a dir	20.17-25.95	clips/pa-029__s-a-dir__20.17.wav	ef9474026c7f18f4fb50a9dc8f3f7bacb81d8d3aa0ba4e40508fdf169f37aff9	no	no	no	és un fet que va marcar tot el procés constituent,  el fet de que l'entrada.	que va marcar tot el procés constituent el fet que l'entreten.
pa-030	és a dir	193.13-199.43	clips/pa-030__s-a-dir__193.13.wav	e639a844cd0b4096368c9713a4168e0f23d36386cb8f61585d15fe2591a67a46	sí	no	no	i es van anar.  És a dir, aquí poc temps abans hi havia hagut una autodissolució.	Hi ha hagut un autodisolusió.
pa-033	és a dir	39.29-44.27	clips/pa-033__s-a-dir__39.29.wav	59ceeb2bbceabed226bbe4c6145e2f79311fe783fdce01469fe6a656b015b748	sí	sí	sí	és a dir, el govern net, és a dir, un govern sense massa funcions,	Diu el governet. És a dir, un govern sense massa funcions.  Precii per les coses.
pa-034	és a dir	319.09-323.47	clips/pa-034__s-a-dir__319.09.wav	9331f5ffd757dadab35eb80f7cc82ec0684643d885f860870dc8eab5aac98eeb	sí	no	no	cap aquí, és a dir, jo no tenia cap dubte, no?, de dir...	Jo no tenia cap dubte, no?
pa-035	és a dir	582.29-589.75	clips/pa-035__s-a-dir__582.29.wav	f2bcfd4264c9b77392e1804d4c2b2c3dc756b035221279fa8a75d134b3a9e40c	sí	no	no	És a dir, fer un estat de dret modern amb la separació de poders.	És un estat de dret modern amb el separació de poder.
pa-039	és a dir	209.05-216.11	clips/pa-039__s-a-dir__209.05.wav	c7ec91fc0d849e8070eb6d0be7503180d1e28b59632ca1c372f4773ed0964d2c	no	no	no	i que sigui una reunió de la comissió que no s'ha quedat,  d'economia, aquests, i després...	que hi ha una reunió de la Comissió de No Secueva,  d'economia, que ho s'ha quedat.
pa-041	és a dir	259.25-265.75	clips/pa-041__s-a-dir__259.25.wav	17d1710a17d525e56b3b02cf45cf664432a56df1654241b50d9005df0068ee78	no	no	no	saps? El plantejament lingüístic va ser potser també un element...	Per tant, el plantejament lingüístic va ser potser també un element.
pa-043	és a dir	107.25-111.75	clips/pa-043__s-a-dir__107.25.wav	0df85958790c617518e71266c51c91d6f68d1a832a6edac50e3eacd6b9763caf	sí	no	no	crec. És a dir, tots els alumnes que hem sigut repetits	Tots els alumnes que hem sigut, té petits.
pa-046	és a dir	135.61-140.07	clips/pa-046__s-a-dir__135.61.wav	cd35ebbe856f24d950b4f7bdec74c37fa4dd26a1523fca161dddc698c05bfab4	sí	no	no	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	Som filers, doncs es veiem el dia a dia i hem espanyol.
pa-048	és a dir	1130.61-1135.31	clips/pa-048__s-a-dir__1130.61.wav	04877838ff772e15984f20b318b32547932ad38359b416d80b043ec25f100cfc	sí	no	no	és a dir, ja no hi ha el diàleg, ja no hi ha la...	Llavors, ja no hi hau diàleg, ja no hi haurà.
pa-049	és a dir	907.25-911.75	clips/pa-049__s-a-dir__907.25.wav	f673b179258a15426f515386474b876cc5727b919573bb400dd86409224e6273	no	no	no	la gent que és intel·ligent i que s'ha de valorar les coses,  les dones són...	La persona que s'interligent i que s'ha pagorat les coses,  no es donen.
pa-055	és a dir	63.89-68.59	clips/pa-055__s-a-dir__63.89.wav	5a77a923a35da12ae764c729ea54da5af9922d6b7fc57f4732ea86f932e9d997	no	no	no	Sí, sí, a veure...	Sí, sí, això hi ha per ell.
pa-056	és a dir	7.45-10.87	clips/pa-056__s-a-dir__7.45.wav	40d9f02c140bc82760202413f77bf7ec1b4f259d55aab187e178087026217ac3	no	no	no	de 1989, o sigui, a partir del 90,	de la transició de l'estat de la càrrec de l'estat.
pa-057	és a dir	19.89-25.51	clips/pa-057__s-a-dir__19.89.wav	b7377ca3f46b1c14527d019f4fa4e786402b6bb189423a6a6cac92637f3a19e3	no	no	no	el fet d'aquest, és un fet que va marcar tot el procés constituent.	he fet un fet que va marcar tot el procés constituent el fet.
pa-058	és a dir	74.41-79.87	clips/pa-058__s-a-dir__74.41.wav	3270b5a32a26b56d13f5e7a311d8571acb19fbe6c6b2bdb68cc78cd598fafc4b	sí	no	no	sin enviure.  És a dir, que nosaltres podíem dins que volíem ser com un pa...	que volien ser com un pare.
pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	17b296a0e5a6e402bdd257057aa768211153ae1f07c592f8fb1986e8c2a6655c	sí	sí	sí	És a dir, que sempre hi ha aquesta incognita i, evidentment,	És a dir que sempre hi ha que estic incognita i evidentment.
pa-060	és a dir	207.33-213.63	clips/pa-060__s-a-dir__207.33.wav	2471390a14b2c0fb36e070e927579b78a9ce4e80deca71d2cbf396266f737081	sí	no	no	És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps, però gràcies.	El que va amb disfruta molt va ser que hi va haver un ambient molt temps, però gràcies.
pa-062	és a dir	973.65-980.31	clips/pa-062__s-a-dir__973.65.wav	fb0f7ddeaa9f328943a90c2dda128ececea860d7ceb0eca6da117ce7d4218d21	sí	sí	sí	que ells donaven, és a dir, que s'instaureix  entre el món polític i el món empresarial un diàleg...	que ens donaven, és a dir que sin estaurés entre el món polític  i el món empresarial, un diàleg.
pa-064	és a dir	258.61-265.03	clips/pa-064__s-a-dir__258.61.wav	6f88494f23f3f6d31519bbd2bab3319a6562eda4c3d55c7e809aeb164f191e1c	sí	no	no	És a dir, que el Dorre de Bordelel,  en cap d'aquests temps.	el projecte és d'aquell d'or i de bols de bols de bols de bols de bols.
pa-065	és a dir	221.29-226.15	clips/pa-065__s-a-dir__221.29.wav	547318df114e2471986fb9928eb93f947d264d0a16c6ebc99e598df803658079	sí	no	no	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	Jo tinc clar que l'Evangeli és un tinc el macà.
pa-001	aleshores	10.13-13.63	clips/pa-001__aleshores__10.13.wav	fd634d674954d7ff8177d2765a9587aa75732bed51b4de4715487319bb373218	no	no	no	que es tracta bé d'adaptar-ho.	que es tracta més de l'aptar-ho.
pa-003	aleshores	18.69-23.19	clips/pa-003__aleshores__18.69.wav	3d13e526e074748662304e0786ba52952d1e22332ddd5dd249c018336479bad9	no	no	no	també. A les hores dins d'aquest context, l'escola...	també. A les ares dins d'aquest context, l'escola
pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	cac256c27dcd20d9a0f265adeaf6a2fdb6e5da095f09436154680c700b58f2d5	sí	sí	sí	Aleshores era molt fàcil agafar i aprofitar la força d'aigua baixant per l'entrada.	Aleshores era molt fàcil a agafar i aprofitar la força de l'aigua a la ixant per l'entrada.
pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	acfe1234f287ab39e2606044e4d008e299c4e0f01dde49bfbdf93e1686854e87	sí	sí	sí	que feien camp. Aleshores va aproficiar aquest retrobament, es va constituir...	que feien camp. Aleshores va propiciar aquest retrobament, es va constituir
pa-011	aleshores	89.33-95.07	clips/pa-011__aleshores__89.33.wav	afdb15fd72d7e509681355d6909f7f4d4f08fbc5d3e9195c5a6bdd2ce45edc91	no	sí	no	a les hores de la seva mare, la filla Escutera, la mestres home de la casa,	Aleshores, amb la seva mare, a la llunyra escotera, a la nostra home, a la casa, van decidir...
pa-012	aleshores	246.25-250.75	clips/pa-012__aleshores__246.25.wav	1309d0c47db87d1eb9034c2daaf36ba9e488654f66ec11c3e024c501221bbc9b	sí	no	no	i aleshores ha fet formar un camp que era molt més...	i el desònice això formava un camp que era en molt més.
pa-014	aleshores	119.85-128.75	clips/pa-014__aleshores__119.85.wav	63911bfb2d3d460013e3215e932ec4e6e6878c29586645ca7af2f37b28cb5a95	no	no	no	"i les hores va ser quan em van trencar més aquell neguit de dir ""crai"".  No pot ser, vull dir, que un ball que està arreglat en dorre,"	"I les hores va ser quan van trencar més aquell neguit de dir ""cri"", no pot ser-ho de dir que un ball que està reglat en d'or, que tot el diuen."
pa-021	aleshores	12.25-16.87	clips/pa-021__aleshores__12.25.wav	b97222824a9a6be0d866aa21eafb8c01052f4bb3111192b54b4a5c46d926e1c0	no	no	no	i es va obligar, i, bueno, les hores, doncs,	que pliga i, bueno, és ara, doncs, em van convidar-ho.
pa-025	aleshores	361.93-368.19	clips/pa-025__aleshores__361.93.wav	be98cda03e68589b1f774916fa60ef4aaa649b0210bc777f4c57af1c79ddf586	sí	no	no	i, aleshores, ens tornem més primirats.	I a les hores ens es tornen més primirats.
pa-030	aleshores	392.41-397.91	clips/pa-030__aleshores__392.41.wav	94a8266333b15baea8afe7b77f311b56ad8e65e588f0b8ba61dadd364c3c3aa4	sí	sí	sí	I aleshores, això està tan quadriculat	Aleshores, això està tan quadriculat.
pa-031	aleshores	54.09-57.91	clips/pa-031__aleshores__54.09.wav	d019cc898eb7cba9c1eeabe1e3a717ec298b1722c0c6b338cef450a0e1b97693	sí	no	no	que és partit i, aleshores, em va semblar que era l'home ideal.	és partit i regeu-nos amb la cara i la meva veu.
pa-032	aleshores	79.09-87.19	clips/pa-032__aleshores__79.09.wav	1b1bb44e83c8d79ff3c87e0634c94d781b3e1577af3346519993523c255137aa	sí	sí	sí	I aleshores, els dos oponents es van posar d'acord al moment, al moment.	li he llistat, i aleshores els dos oponents es van posar de cort al moment, al moment.
pa-045	aleshores	1193.41-1197.91	clips/pa-045__aleshores__1193.41.wav	a9cfd2561f71e8fc53262af15e35b36c2fac9c2301b4bb5186e43064c98074f5	no	sí	no	A les hores se fa la pregunta obligada.	Aleshores se fa la pregunta obligada.
pa-046	aleshores	527.57-532.55	clips/pa-046__aleshores__527.57.wav	0a52865bd466cef70ba154b285ba86e85eede5248397fdf5f4c5bfda26a8f1a7	sí	no	no	la veritat és que es degrada el servei i, aleshores, ho perdem tot.	que es desgrada el servei i el desòrensupredent tot.
pa-048	aleshores	701.05-707.67	clips/pa-048__aleshores__701.05.wav	92ea6396d4bee45e7243a825cbdb34d7bec6c809ecf317d9034027cb7baa06d3	no	no	no	de la física, les hores, els temes de la paraula donada.	la física, les hores, els temes de la paraula donada.
pa-049	aleshores	110.29-118.67	clips/pa-049__aleshores__110.29.wav	ec9ab55dbb6b883a6759f0d6a2b3d0c7dc6c96a0ecf27d7215720a2ccafdbd08	sí	no	no	I cada vestit és diferent, segons la persona,  com cada vida també és diferent.  Aleshores, voldríem arrancar un moment...	I cada vestit és diferent, segons la persona,  com cada vida també és diferent.  A les hores voldria marcar un moment...
pa-056	aleshores	393.13-397.83	clips/pa-056__aleshores__393.13.wav	8f6abda40a406d4b6d088777e6d46ad924a000b59b216e4e16aa25cd13af6759	sí	no	no	i, aleshores, això està tan quadriculat.	i a desarres això està tan quadrícolat.
pa-060	aleshores	147.17-151.47	clips/pa-060__aleshores__147.17.wav	56a437e5c2d386d9048f86609e58b9100f68164d9a4c45467cdd88148cc54fe6	no	no	no	Per continuar, adéu.	Perdó, per continuar.
pa-063	aleshores	151.45-155.23	clips/pa-063__aleshores__151.45.wav	9af43539cd8ed891d2454f4fe0b0a7589c5c483d856a08243a22b0aebd0b3d4c	no	no	no	a les fronteres, o les hores, què s'havia de fer?	de les fronteres o les horres que s'havia de fer.
pa-065	aleshores	170.69-174.71	clips/pa-065__aleshores__170.69.wav	bf12d48589a11da8bee2eaa45f351cad6d63b683c0ee3ad57be7124bc98c4b47	sí	no	no	I aleshores, com si aquest caminar que fem per aquí...	i ens els enscomens aquest caminar que fem per aquí, els que fem.
pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	ad54c14d5dc00ab16f689e248f37749b4112bf0047d872729259001fa74b6986	sí	sí	sí	per fer-nos una autonòmia, ens podem equivocar, evidentment.	en Espanya Mècubuca, evidentment, però no...
pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	e4e97c121a809d5972929da11e022022281e79bf427f53b087fd9ba50dbdca9f	sí	sí	sí	Però, evidentment, no hi havia d'altra fórmula.	Però evidentment no hi havia d'altra forma.
pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	d695c569a87de0b7d9e337834f0d9d2bc05ae440b72c0708cda3268d6d115657	sí	sí	sí	dels mestres evidentment i també de les persones que havíem estat treballant en el projecte.	i els mestres, evidentment, i també de les persones que havíem estat treballant amb el projecte.
pa-004	evidentment	522.93-528.15	clips/pa-004__evidentment__522.93.wav	f55e29919d590c73fed4a0a8d149750111fc97e3c65a84379c0b6f017a42626a	sí	sí	sí	i provaria aigua suficient, evidentment, i el...	i doncs prohibiré aigua suficient, evidentment,  i el que li va dir.
pa-006	evidentment	124.25-131.75	clips/pa-006__evidentment__124.25.wav	922664af514ab81e3c91bbd737eba2871910d5db1b3ab0793a88a5c865a3cca6	no	sí	no	Aquest tipus de rota d'aigua es fa servir amb rius, amb una gran quantitat d'aigua.	I aquest tipus d'hora de raig, eh?  Aquí és servir evidentment amb reus  amb un gran quantitat d'aigua.  És a dir, és ser reus.
pa-007	evidentment	778.25-783.75	clips/pa-007__evidentment__778.25.wav	d32a68b87812d899b0dbf2cb121f620532107d367553232e74d4a867f9e37369	sí	sí	sí	Els 2010 van passar a anomenar-se per motius polítics, evidentment,	dels 10.000 van passar en humanar-se per motius polítics, evidentment, però potser també
pa-009	evidentment	947.25-951.75	clips/pa-009__evidentment__947.25.wav	1b7aa96e46a8e0f9f97e04d9c5fd52a7612d816ec981baae45d556914c293227	sí	sí	sí	L'hora de venir, evidentment, si era l'estiu o era l'hivern, tant cabell	Lora de penia, evidentment, si era l'estiu o era l'hivern, tancaven el dia.
pa-011	evidentment	157.65-163.71	clips/pa-011__evidentment__157.65.wav	8d12436107d6808746ff6c6eb831972630986ea97a387a9a8cc76397acdc7b4e	sí	no	no	evidentment que el Pal és una casa molt més gran que qualsevol casa més humil.	I de menca el pal és una casa molt mesural que pot ser qualsevol casa més humil.
pa-013	evidentment	530.29-540.27	clips/pa-013__evidentment__530.29.wav	262441d5ab75225badb99d3976b5fde0348e30a7f8568f2ac4c5ad3f8567f6e3	no	sí	no	i algunes de les seves característiques són l'ús del graní, un material difícil de treballar, però molt bons resultats.	i algunes de les seves característiques, doncs són, evidentment, l'ús del graní,  un material difícil de treballar per molt bons resultats,  que...
pa-014	evidentment	28.65-37.55	clips/pa-014__evidentment__28.65.wav	e2cb865bc7e09464c8f948268e765f5492b45c0bd13ca62d55176c73d3abec1e	sí	sí	sí	que és el nostre país, patrimoni cultural, evidentment.  Quan em demanen per anar amb alguna escola  per explicar quines són les tradicions i quines són...	a tremoni cultural, evidentment. Quan em demanem parlant amb alguna escola per explicar  qui no són les tradicions i qui no són les eleccions.
pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	e45bc97b4949bcd378c832ec0d1b6d8bf7a0afcfb70010e7a924ee7809e7dd71	sí	sí	sí	I, evidentment, si has de dir alguna cosa, ho dius a les sessions que tens intern.	i evidentment, si es diria algú, ho dius a les sessions que tens intern.
pa-017	evidentment	152.25-161.75	clips/pa-017__evidentment__152.25.wav	0980d5d809cf7b308771b4695670175f03fda42842b539c973425ea41d4b74fe	sí	no	no	Evidentment, amb coses diferents perquè penso que el que era la part d'endorra la vella i l'escaldes era...	Evidament, amb coses diferents perquè penso que la part endorre la vella i escaldes
pa-019	evidentment	93.25-97.75	clips/pa-019__evidentment__93.25.wav	ca3b2af5f4193ed9e28d5786ffcc7040c1ede6ee015a0393cc1b7d659521f5fc	sí	no	no	que va ser un factor que també, evidentment, posava una certa part.	que entenió va ser un factor que també ha volgut posar a bona certa.
pa-020	evidentment	117.57-122.27	clips/pa-020__evidentment__117.57.wav	1e01d9ea60f3605eddeaf0dcdcf81c237c79078ccfc0d472d0b754d46ed1a143	no	sí	no	d'una manera i d'una altra.	Evidentment, teníem el electorat d'una manera i el electorat d'una altra, eh?
pa-021	evidentment	211.41-215.75	clips/pa-021__evidentment__211.41.wav	a6392b4b89c49d2c7d873e6fd4628ace365d89e143b40e5cda5e9bd6ddeaea59	sí	no	no	I ells evidentment em donaven el seu pare.	d'aquí a la resta de l'estranger d'aquestes i d'aquestes.
pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	00a3842e23e67cb71ec84332e7917e44fdb15bbec0065a2a2f41f4f189334a4c	sí	sí	sí	Evidentment van treballar, ho vam separar per comissions.	i evidentment van treballar-ho amb separar per comissions, evidentament.
pa-024	evidentment	518.89-523.51	clips/pa-024__evidentment__518.89.wav	9bff1d39098b11c7ebc6e7b8e43d5374f965b8b4bd8adefbdd9fd8e001a023e9	sí	no	no	que el dia l'oligarquia o el dia lleveu, evidentment.	El dia de la oligarquia, i el dia de la oligarquia.
pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	8325a86028bf65a5e09d1dc15c6543dceb3e2a992217eb149f324658f27bc217	sí	sí	sí	Tinc els noms, que evidentment no us els donaré.	Els noms, evidentment, no us els donen, eh?
pa-026	evidentment	1648.81-1653.83	clips/pa-026__evidentment__1648.81.wav	1790cdc33ec45e2b7549147f3941d5042385d631d801697f859360ec485e34c3	no	no	no	de les llibertats dels drets i llibertats que hi ha a la Constitució.	de les llibertats, de les llibertats que hi ha a la Constitució.
pa-027	evidentment	174.09-178.23	clips/pa-027__evidentment__174.09.wav	612fd96bf9dce7a7eb60afe7b3a9fac5b17aa74c679283e98db991cda6f397da	sí	sí	sí	Per tant, finances, evidentment, pels pressupostos i...	per tant, finançes, evidentment, pel pressupost i...
pa-030	evidentment	43.53-48.63	clips/pa-030__evidentment__43.53.wav	2a791ded5c43a33365aa74d972ca0174e560615308ee892e8a6059a279162a46	sí	sí	sí	com estaven, doncs evidentment no era el nostre tarannà.  Per almenys el meu.	com estaven, doncs evidentment no era el nostre tarant.  Per la menys del meu.
pa-035	evidentment	472.93-481.79	clips/pa-035__evidentment__472.93.wav	8bd1eac538bff526d09524f82db90333d8bc97f08b780a5c744588058d400b9f	no	no	no	de la gent que va ser a la ciutat i a la ciutat.  A la ciutat no s'havia d'agafar els llocs,  els llocs que tenien el poder.	d'altres, d'altres, d'altres, d'altres.
