ordre	id_persona	forma	clip	small	base	greedy	categoria	text_small	text_base	text_greedy
107	pa-035	és a dir	clips/pa-035__s-a-dir__582.29.wav	sí	no	sí	B-dos-models	És a dir, fer un estat de dret modern amb la separació de poders.	És un estat de dret modern amb el separació de poder.	És a dir, fer un estat de dret modern amb la separació de poderes.
108	pa-039	és a dir	clips/pa-039__s-a-dir__209.05.wav	no	no	no	D-cap-model	i que sigui una reunió de la comissió que no s'ha quedat,  d'economia, aquests, i després...	que hi ha una reunió de la Comissió de No Secueva,  d'economia, que ho s'ha quedat.	i una reunió de la comissió de l'Economia.
109	pa-041	és a dir	clips/pa-041__s-a-dir__259.25.wav	no	no	no	D-cap-model	saps? El plantejament lingüístic va ser potser també un element...	Per tant, el plantejament lingüístic va ser potser també un element.	Saps?  El plantejament lingüístic potser va ser també un element...
110	pa-043	és a dir	clips/pa-043__s-a-dir__107.25.wav	sí	no	sí	B-dos-models	crec. És a dir, tots els alumnes que hem sigut repetits	Tots els alumnes que hem sigut, té petits.	crec, és a dir, tots els alumnes que hem sigut petits,
111	pa-046	és a dir	clips/pa-046__s-a-dir__135.61.wav	sí	no	no	C-un-model	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	Som filers, doncs es veiem el dia a dia i hem espanyol.	i que no hi hagi una altra.
112	pa-048	és a dir	clips/pa-048__s-a-dir__1130.61.wav	sí	no	sí	B-dos-models	és a dir, ja no hi ha el diàleg, ja no hi ha la...	Llavors, ja no hi hau diàleg, ja no hi haurà.	i que no hi ha una bogada, és a dir,  ja no hi ha el diàleg, ja no hi ha la...
113	pa-049	és a dir	clips/pa-049__s-a-dir__907.25.wav	no	no	no	D-cap-model	la gent que és intel·ligent i que s'ha de valorar les coses,  les dones són...	La persona que s'interligent i que s'ha pagorat les coses,  no es donen.	que no és una cosa que no és una cosa que no és una cosa que no és una
114	pa-055	és a dir	clips/pa-055__s-a-dir__63.89.wav	no	no	no	D-cap-model	Sí, sí, a veure...	Sí, sí, això hi ha per ell.	Sí, sí, a veure.
115	pa-056	és a dir	clips/pa-056__s-a-dir__7.45.wav	no	no	no	D-cap-model	de 1989, o sigui, a partir del 90,	de la transició de l'estat de la càrrec de l'estat.	que ha de ser el que ha de fer.
116	pa-057	és a dir	clips/pa-057__s-a-dir__19.89.wav	no	no	no	D-cap-model	el fet d'aquest, és un fet que va marcar tot el procés constituent.	he fet un fet que va marcar tot el procés constituent el fet.	que va marcar tot el procés constituent.
117	pa-058	és a dir	clips/pa-058__s-a-dir__74.41.wav	sí	no	no	C-un-model	sin enviure.  És a dir, que nosaltres podíem dins que volíem ser com un pa...	que volien ser com un pare.	i que no hi hagi una persona que no hagi tingut un lloc.
118	pa-059	és a dir	clips/pa-059__s-a-dir__487.81.wav	sí	sí	sí	A-tres-models	És a dir, que sempre hi ha aquesta incognita i, evidentment,	És a dir que sempre hi ha que estic incognita i evidentment.	És a dir, que sempre hi ha aquesta incognita i evidentment...
119	pa-060	és a dir	clips/pa-060__s-a-dir__207.33.wav	sí	no	sí	B-dos-models	És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps, però gràcies.	El que va amb disfruta molt va ser que hi va haver un ambient molt temps, però gràcies.	i va disfrutar.  És a dir, el que vam disfrutar molt va ser que hi va haver un ambient molt temps,  però gràcies.
120	pa-062	és a dir	clips/pa-062__s-a-dir__973.65.wav	sí	sí	sí	A-tres-models	que ells donaven, és a dir, que s'instaureix  entre el món polític i el món empresarial un diàleg...	que ens donaven, és a dir que sin estaurés entre el món polític  i el món empresarial, un diàleg.	que ells donaven, és a dir, que s'instaureix  entre el món polític i el món empresarial un diàleg...
121	pa-064	és a dir	clips/pa-064__s-a-dir__258.61.wav	sí	no	no	C-un-model	És a dir, que el Dorre de Bordelel,  en cap d'aquests temps.	el projecte és d'aquell d'or i de bols de bols de bols de bols de bols.	i es diu que el d'Orlaire va al rural en cap d'aquests temps.
122	pa-065	és a dir	clips/pa-065__s-a-dir__221.29.wav	sí	no	no	C-un-model	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	Jo tinc clar que l'Evangeli és un tinc el macà.	Jo tinc clar que l'Evangeli és on tinc el macar.
123	pa-001	aleshores	clips/pa-001__aleshores__10.13.wav	no	no	no	D-cap-model	que es tracta bé d'adaptar-ho.	que es tracta més de l'aptar-ho.	i s'ha de posar en qüestió.
124	pa-003	aleshores	clips/pa-003__aleshores__18.69.wav	no	no	no	D-cap-model	també. A les hores dins d'aquest context, l'escola...	també. A les ares dins d'aquest context, l'escola	també. A les hores dins d'aquest context l'escola...
125	pa-006	aleshores	clips/pa-006__aleshores__513.25.wav	sí	sí	sí	A-tres-models	Aleshores era molt fàcil agafar i aprofitar la força d'aigua baixant per l'entrada.	Aleshores era molt fàcil a agafar i aprofitar la força de l'aigua a la ixant per l'entrada.	Aleshores era molt fàcil agafar i aprofitar la força de l'aigua laixant per l'entrada.
126	pa-008	aleshores	clips/pa-008__aleshores__1315.25.wav	sí	sí	sí	A-tres-models	que feien camp. Aleshores va aproficiar aquest retrobament, es va constituir...	que feien camp. Aleshores va propiciar aquest retrobament, es va constituir	que feien camp. Aleshores va aproficiar aquest retrobament, es va constituir...
127	pa-011	aleshores	clips/pa-011__aleshores__89.33.wav	no	sí	sí	B-dos-models	a les hores de la seva mare, la filla Escutera, la mestres home de la casa,	Aleshores, amb la seva mare, a la llunyra escotera, a la nostra home, a la casa, van decidir...	i era ells, aleshores amb la seva mare,  reivindult d'escutera, la més trés home de la casa,  van decidir...
128	pa-012	aleshores	clips/pa-012__aleshores__246.25.wav	sí	no	no	C-un-model	i aleshores ha fet formar un camp que era molt més...	i el desònice això formava un camp que era en molt més.	i al deshore se s'ha format un camp que era molt més...
129	pa-014	aleshores	clips/pa-014__aleshores__119.85.wav	no	no	no	D-cap-model	"i les hores va ser quan em van trencar més aquell neguit de dir ""crai"".  No pot ser, vull dir, que un ball que està arreglat en dorre,"	"I les hores va ser quan van trencar més aquell neguit de dir ""cri"", no pot ser-ho de dir que un ball que està reglat en d'or, que tot el diuen."	"i les hores va ser quan em van trencar més aquell neguit de dir ""crai"",  no potser va dir que un ball que està arreglat en dorre,  que tot el que va passar..."
130	pa-021	aleshores	clips/pa-021__aleshores__12.25.wav	no	no	no	D-cap-model	i es va obligar, i, bueno, les hores, doncs,	que pliga i, bueno, és ara, doncs, em van convidar-ho.	i va ser el que va complir.
131	pa-025	aleshores	clips/pa-025__aleshores__361.93.wav	sí	no	sí	B-dos-models	i, aleshores, ens tornem més primirats.	I a les hores ens es tornen més primirats.	i aleshores ens tornem més primirats.
132	pa-030	aleshores	clips/pa-030__aleshores__392.41.wav	sí	sí	sí	A-tres-models	I aleshores, això està tan quadriculat	Aleshores, això està tan quadriculat.	i, aleshores, això està tan quadriculat
133	pa-031	aleshores	clips/pa-031__aleshores__54.09.wav	sí	no	no	C-un-model	que és partit i, aleshores, em va semblar que era l'home ideal.	és partit i regeu-nos amb la cara i la meva veu.	i els dos em passen la cara i l'home i veieu.
134	pa-032	aleshores	clips/pa-032__aleshores__79.09.wav	sí	sí	sí	A-tres-models	I aleshores, els dos oponents es van posar d'acord al moment, al moment.	li he llistat, i aleshores els dos oponents es van posar de cort al moment, al moment.	i, aleshores, els dos oponents es van posar d'acord al moment.  Al moment.
135	pa-045	aleshores	clips/pa-045__aleshores__1193.41.wav	no	sí	no	C-un-model	A les hores se fa la pregunta obligada.	Aleshores se fa la pregunta obligada.	i que no es pot fer.
136	pa-046	aleshores	clips/pa-046__aleshores__527.57.wav	sí	no	sí	B-dos-models	la veritat és que es degrada el servei i, aleshores, ho perdem tot.	que es desgrada el servei i el desòrensupredent tot.	i no pot tenir.  La veritat és que es degrada el servei  i aleshores ho perdem tot.
137	pa-048	aleshores	clips/pa-048__aleshores__701.05.wav	no	no	no	D-cap-model	de la física, les hores, els temes de la paraula donada.	la física, les hores, els temes de la paraula donada.	de la física, les hores, els temes de la paraula donada.
138	pa-049	aleshores	clips/pa-049__aleshores__110.29.wav	sí	no	sí	B-dos-models	I cada vestit és diferent, segons la persona,  com cada vida també és diferent.  Aleshores, voldríem arrancar un moment...	I cada vestit és diferent, segons la persona,  com cada vida també és diferent.  A les hores voldria marcar un moment...	i cada vestit és diferent segons la persona,  com cada vida també és diferent.  Aleshores, voldria m'arrancar un moment.
139	pa-056	aleshores	clips/pa-056__aleshores__393.13.wav	sí	no	sí	B-dos-models	i, aleshores, això està tan quadriculat.	i a desarres això està tan quadrícolat.	i, aleshores, això està tan quadriculat.
140	pa-060	aleshores	clips/pa-060__aleshores__147.17.wav	no	no	no	D-cap-model	Per continuar, adéu.	Perdó, per continuar.	Per continuar, a d'abons.
141	pa-063	aleshores	clips/pa-063__aleshores__151.45.wav	no	no	no	D-cap-model	a les fronteres, o les hores, què s'havia de fer?	de les fronteres o les horres que s'havia de fer.	i que s'havia de fer.
142	pa-065	aleshores	clips/pa-065__aleshores__170.69.wav	sí	no	no	C-un-model	I aleshores, com si aquest caminar que fem per aquí...	i ens els enscomens aquest caminar que fem per aquí, els que fem.	i a les nostres dones, com aquest caminar que fem per aquí al Txec.
143	pa-001	evidentment	clips/pa-001__evidentment__1067.69.wav	sí	sí	no	B-dos-models	per fer-nos una autonòmia, ens podem equivocar, evidentment.	en Espanya Mècubuca, evidentment, però no...	i que no es pot fer una altra cosa.
144	pa-002	evidentment	clips/pa-002__evidentment__205.25.wav	sí	sí	no	B-dos-models	Però, evidentment, no hi havia d'altra fórmula.	Però evidentment no hi havia d'altra forma.	Providament no hi havia d'altra fórmula.
145	pa-003	evidentment	clips/pa-003__evidentment__158.81.wav	sí	sí	sí	A-tres-models	dels mestres evidentment i també de les persones que havíem estat treballant en el projecte.	i els mestres, evidentment, i també de les persones que havíem estat treballant amb el projecte.	dels mestres evidentment i també de les persones que havíem estat treballant en el projecte.
146	pa-004	evidentment	clips/pa-004__evidentment__522.93.wav	sí	sí	sí	A-tres-models	i provaria aigua suficient, evidentment, i el...	i doncs prohibiré aigua suficient, evidentment,  i el que li va dir.	i doncs provaria aigua suficient, evidentment, i el...
147	pa-006	evidentment	clips/pa-006__evidentment__124.25.wav	no	sí	no	C-un-model	Aquest tipus de rota d'aigua es fa servir amb rius, amb una gran quantitat d'aigua.	I aquest tipus d'hora de raig, eh?  Aquí és servir evidentment amb reus  amb un gran quantitat d'aigua.  És a dir, és ser reus.	Aquest tipus de rota d'aigua es veu servir amb rius amb una gran quantitat d'aigua.
148	pa-007	evidentment	clips/pa-007__evidentment__778.25.wav	sí	sí	sí	A-tres-models	Els 2010 van passar a anomenar-se per motius polítics, evidentment,	dels 10.000 van passar en humanar-se per motius polítics, evidentment, però potser també	i els 2010 van passar a nominar-se per motius polítics, evidentment,  però potser també...
149	pa-009	evidentment	clips/pa-009__evidentment__947.25.wav	sí	sí	sí	A-tres-models	L'hora de venir, evidentment, si era l'estiu o era l'hivern, tant cabell	Lora de penia, evidentment, si era l'estiu o era l'hivern, tancaven el dia.	l'hora de venir, evidentment, si era l'estiu o era l'hivern, tant que ha de
150	pa-011	evidentment	clips/pa-011__evidentment__157.65.wav	sí	no	sí	B-dos-models	evidentment que el Pal és una casa molt més gran que qualsevol casa més humil.	I de menca el pal és una casa molt mesural que pot ser qualsevol casa més humil.	evidentment que el Pal és una casa molt més gran que qualsevol casa més humil.
151	pa-013	evidentment	clips/pa-013__evidentment__530.29.wav	no	sí	no	C-un-model	i algunes de les seves característiques són l'ús del graní, un material difícil de treballar, però molt bons resultats.	i algunes de les seves característiques, doncs són, evidentment, l'ús del graní,  un material difícil de treballar per molt bons resultats,  que...	i algunes de les seves característiques són l'ús del graní, un material difícil de treballar, però molt bons resultats.
152	pa-014	evidentment	clips/pa-014__evidentment__28.65.wav	sí	sí	no	B-dos-models	que és el nostre país, patrimoni cultural, evidentment.  Quan em demanen per anar amb alguna escola  per explicar quines són les tradicions i quines són...	a tremoni cultural, evidentment. Quan em demanem parlant amb alguna escola per explicar  qui no són les tradicions i qui no són les eleccions.	per a l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de l'estratègia de
153	pa-016	evidentment	clips/pa-016__evidentment__456.85.wav	sí	sí	sí	A-tres-models	I, evidentment, si has de dir alguna cosa, ho dius a les sessions que tens intern.	i evidentment, si es diria algú, ho dius a les sessions que tens intern.	i evidentment si has de dir alguna cosa ho dius a les sessions que tens intern.
154	pa-017	evidentment	clips/pa-017__evidentment__152.25.wav	sí	no	sí	B-dos-models	Evidentment, amb coses diferents perquè penso que el que era la part d'endorra la vella i l'escaldes era...	Evidament, amb coses diferents perquè penso que la part endorre la vella i escaldes	Evidentment, amb coses diferents,  perquè penso que el que era la part endorra la vella i escaldes
155	pa-019	evidentment	clips/pa-019__evidentment__93.25.wav	sí	no	sí	B-dos-models	que va ser un factor que també, evidentment, posava una certa part.	que entenió va ser un factor que també ha volgut posar a bona certa.	que va ser un factor que també, evidentment, posava una certa...
156	pa-020	evidentment	clips/pa-020__evidentment__117.57.wav	no	sí	no	C-un-model	d'una manera i d'una altra.	Evidentment, teníem el electorat d'una manera i el electorat d'una altra, eh?	i que no hi hagi una altra.
157	pa-021	evidentment	clips/pa-021__evidentment__211.41.wav	sí	no	sí	B-dos-models	I ells evidentment em donaven el seu pare.	d'aquí a la resta de l'estranger d'aquestes i d'aquestes.	i ells evidentment em donaven el seu pare.
158	pa-022	evidentment	clips/pa-022__evidentment__303.01.wav	sí	sí	sí	A-tres-models	Evidentment van treballar, ho vam separar per comissions.	i evidentment van treballar-ho amb separar per comissions, evidentament.	evidentment van treballar... ho vam separar per comissions, no?
159	pa-024	evidentment	clips/pa-024__evidentment__518.89.wav	sí	no	no	C-un-model	que el dia l'oligarquia o el dia lleveu, evidentment.	El dia de la oligarquia, i el dia de la oligarquia.	i el que el dia l'oli garquia o el dia lleveu.
160	pa-025	evidentment	clips/pa-025__evidentment__1156.61.wav	sí	sí	no	B-dos-models	Tinc els noms, que evidentment no us els donaré.	Els noms, evidentment, no us els donen, eh?	i que no es pot fer.
161	pa-026	evidentment	clips/pa-026__evidentment__1648.81.wav	no	no	no	D-cap-model	de les llibertats dels drets i llibertats que hi ha a la Constitució.	de les llibertats, de les llibertats que hi ha a la Constitució.	i que no es pot fer.
