id_persona	forma	interval_escolta	clip	json_small	n_matches	token_match	token_matches
pa-017	llavors	361.25-368.75	clips/pa-017__llavors__361.25.wav	qa-cua-small-json/pa-017__llavors__361_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.080"",""local_end_s"":""1.830"",""absolute_start_s"":""362.330"",""absolute_end_s"":""363.080"",""prob_min"":""0.7556"",""text"":""Llavors""}]"
pa-018	llavors	1055.09-1058.87	clips/pa-018__llavors__1055.09.wav	qa-cua-small-json/pa-018__llavors__1055_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.550"",""absolute_start_s"":""1055.090"",""absolute_end_s"":""1055.640"",""prob_min"":""0.1727"",""text"":""llavors""}]"
pa-019	llavors	422.25-427.75	clips/pa-019__llavors__422.25.wav	qa-cua-small-json/pa-019__llavors__422_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.760"",""local_end_s"":""4.150"",""absolute_start_s"":""426.010"",""absolute_end_s"":""426.400"",""prob_min"":""0.9040"",""text"":""llavors""}]"
pa-022	llavors	57.37-61.35	clips/pa-022__llavors__57.37.wav	qa-cua-small-json/pa-022__llavors__57_37.json	0	no	[]
pa-023	llavors	48.81-56.07	clips/pa-023__llavors__48.81.wav	qa-cua-small-json/pa-023__llavors__48_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.970"",""local_end_s"":""3.750"",""absolute_start_s"":""51.780"",""absolute_end_s"":""52.560"",""prob_min"":""0.2808"",""text"":""llavors""}]"
pa-024	llavors	336.85-341.27	clips/pa-024__llavors__336.85.wav	qa-cua-small-json/pa-024__llavors__336_85.json	0	no	[]
pa-026	llavors	81.13-84.63	clips/pa-026__llavors__81.13.wav	qa-cua-small-json/pa-026__llavors__81_13.json	0	no	[]
pa-027	llavors	137.93-143.43	clips/pa-027__llavors__137.93.wav	qa-cua-small-json/pa-027__llavors__137_93.json	0	no	[]
pa-028	llavors	151.01-155.91	clips/pa-028__llavors__151.01.wav	qa-cua-small-json/pa-028__llavors__151_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.720"",""local_end_s"":""3.140"",""absolute_start_s"":""153.730"",""absolute_end_s"":""154.150"",""prob_min"":""0.1910"",""text"":""llavors""}]"
pa-029	llavors	42.97-46.79	clips/pa-029__llavors__42.97.wav	qa-cua-small-json/pa-029__llavors__42_97.json	0	no	[]
pa-030	llavors	157.61-163.15	clips/pa-030__llavors__157.61.wav	qa-cua-small-json/pa-030__llavors__157_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.050"",""local_end_s"":""1.430"",""absolute_start_s"":""158.660"",""absolute_end_s"":""159.040"",""prob_min"":""0.4872"",""text"":""llavors""}]"
pa-032	llavors	174.13-178.67	clips/pa-032__llavors__174.13.wav	qa-cua-small-json/pa-032__llavors__174_13.json	0	no	[]
pa-033	llavors	71.53-76.35	clips/pa-033__llavors__71.53.wav	qa-cua-small-json/pa-033__llavors__71_53.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.090"",""local_end_s"":""0.570"",""absolute_start_s"":""71.620"",""absolute_end_s"":""72.100"",""prob_min"":""0.6221"",""text"":""llavors""}]"
pa-034	llavors	29.17-32.67	clips/pa-034__llavors__29.17.wav	qa-cua-small-json/pa-034__llavors__29_17.json	0	no	[]
pa-036	llavors	535.25-538.75	clips/pa-036__llavors__535.25.wav	qa-cua-small-json/pa-036__llavors__535_25.json	0	no	[]
pa-037	llavors	92.53-106.79	clips/pa-037__llavors__92.53.wav	qa-cua-small-json/pa-037__llavors__92_53.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.220"",""local_end_s"":""3.470"",""absolute_start_s"":""95.750"",""absolute_end_s"":""96.000"",""prob_min"":""0.7037"",""text"":""llavors""}]"
pa-038	llavors	264.13-269.83	clips/pa-038__llavors__264.13.wav	qa-cua-small-json/pa-038__llavors__264_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.760"",""absolute_start_s"":""264.130"",""absolute_end_s"":""264.890"",""prob_min"":""0.0343"",""text"":""Llavors""}]"
pa-041	llavors	108.25-115.75	clips/pa-041__llavors__108.25.wav	qa-cua-small-json/pa-041__llavors__108_25.json	0	no	[]
pa-045	llavors	194.93-200.31	clips/pa-045__llavors__194.93.wav	qa-cua-small-json/pa-045__llavors__194_93.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.370"",""local_end_s"":""1.710"",""absolute_start_s"":""196.300"",""absolute_end_s"":""196.640"",""prob_min"":""0.3678"",""text"":""llavors""}]"
pa-046	llavors	381.13-388.19	clips/pa-046__llavors__381.13.wav	qa-cua-small-json/pa-046__llavors__381_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.880"",""local_end_s"":""2.460"",""absolute_start_s"":""383.010"",""absolute_end_s"":""383.590"",""prob_min"":""0.5263"",""text"":""llavors""}]"
pa-048	llavors	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	qa-cua-small-json/pa-048__llavors__1244_97.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.530"",""absolute_start_s"":""1244.970"",""absolute_end_s"":""1245.500"",""prob_min"":""0.1077"",""text"":""Llavors""}]"
pa-049	llavors	230.45-239.67	clips/pa-049__llavors__230.45.wav	qa-cua-small-json/pa-049__llavors__230_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.400"",""local_end_s"":""1.820"",""absolute_start_s"":""231.850"",""absolute_end_s"":""232.270"",""prob_min"":""0.9191"",""text"":""llavors""}]"
pa-051	llavors	47.61-51.11	clips/pa-051__llavors__47.61.wav	qa-cua-small-json/pa-051__llavors__47_61.json	0	no	[]
pa-052	llavors	68.73-73.23	clips/pa-052__llavors__68.73.wav	qa-cua-small-json/pa-052__llavors__68_73.json	0	no	[]
pa-053	llavors	40.73-47.71	clips/pa-053__llavors__40.73.wav	qa-cua-small-json/pa-053__llavors__40_73.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.540"",""absolute_start_s"":""40.730"",""absolute_end_s"":""42.270"",""prob_min"":""0.0781"",""text"":""Llavors""}]"
pa-054	llavors	156.57-161.51	clips/pa-054__llavors__156.57.wav	qa-cua-small-json/pa-054__llavors__156_57.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.100"",""local_end_s"":""0.670"",""absolute_start_s"":""156.670"",""absolute_end_s"":""157.240"",""prob_min"":""0.4426"",""text"":""llavors""}]"
pa-055	llavors	105.37-110.27	clips/pa-055__llavors__105.37.wav	qa-cua-small-json/pa-055__llavors__105_37.json	0	no	[]
pa-056	llavors	157.77-163.11	clips/pa-056__llavors__157.77.wav	qa-cua-small-json/pa-056__llavors__157_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.700"",""absolute_start_s"":""157.770"",""absolute_end_s"":""158.470"",""prob_min"":""0.0284"",""text"":""llavors""}]"
pa-057	llavors	42.85-47.99	clips/pa-057__llavors__42.85.wav	qa-cua-small-json/pa-057__llavors__42_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.110"",""local_end_s"":""0.870"",""absolute_start_s"":""42.960"",""absolute_end_s"":""43.720"",""prob_min"":""0.3304"",""text"":""llavors""}]"
pa-058	llavors	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	qa-cua-small-json/pa-058__llavors__1054_41.json	0	no	[]
pa-059	llavors	361.49-368.39	clips/pa-059__llavors__361.49.wav	qa-cua-small-json/pa-059__llavors__361_49.json	0	no	[]
pa-060	llavors	48.77-56.07	clips/pa-060__llavors__48.77.wav	qa-cua-small-json/pa-060__llavors__48_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.800"",""local_end_s"":""3.800"",""absolute_start_s"":""51.570"",""absolute_end_s"":""52.570"",""prob_min"":""0.3053"",""text"":""llavors""}]"
pa-061	llavors	380.77-385.15	clips/pa-061__llavors__380.77.wav	qa-cua-small-json/pa-061__llavors__380_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.480"",""local_end_s"":""1.890"",""absolute_start_s"":""382.250"",""absolute_end_s"":""382.660"",""prob_min"":""0.5349"",""text"":""llavors""}]"
pa-063	llavors	39.49-44.79	clips/pa-063__llavors__39.49.wav	qa-cua-small-json/pa-063__llavors__39_49.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.670"",""local_end_s"":""4.600"",""absolute_start_s"":""43.160"",""absolute_end_s"":""44.090"",""prob_min"":""0.3329"",""text"":""llavors""}]"
pa-064	llavors	713.33-717.15	clips/pa-064__llavors__713.33.wav	qa-cua-small-json/pa-064__llavors__713_33.json	0	no	[]
pa-065	llavors	612.13-617.87	clips/pa-065__llavors__612.13.wav	qa-cua-small-json/pa-065__llavors__612_13.json	0	no	[]
pa-066	llavors	16.21-20.35	clips/pa-066__llavors__16.21.wav	qa-cua-small-json/pa-066__llavors__16_21.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.400"",""local_end_s"":""1.840"",""absolute_start_s"":""17.610"",""absolute_end_s"":""18.050"",""prob_min"":""0.7958"",""text"":""llavors""}]"
pa-001	a veure	341.57-345.59	clips/pa-001__a-veure__341.57.wav	qa-cua-small-json/pa-001__a-veure__341_57.json	0	no	[]
pa-002	a veure	126.25-132.75	clips/pa-002__a-veure__126.25.wav	qa-cua-small-json/pa-002__a-veure__126_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.180"",""local_end_s"":""3.510"",""absolute_start_s"":""128.430"",""absolute_end_s"":""129.760"",""prob_min"":""0.6605"",""text"":""a veure""}]"
pa-007	a veure	89.25-96.75	clips/pa-007__a-veure__89.25.wav	qa-cua-small-json/pa-007__a-veure__89_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.280"",""local_end_s"":""1.800"",""absolute_start_s"":""90.530"",""absolute_end_s"":""91.050"",""prob_min"":""0.9934"",""text"":""a veure""}]"
pa-008	a veure	668.25-673.75	clips/pa-008__a-veure__668.25.wav	qa-cua-small-json/pa-008__a-veure__668_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.910"",""local_end_s"":""2.640"",""absolute_start_s"":""670.160"",""absolute_end_s"":""670.890"",""prob_min"":""0.9915"",""text"":""a veure""}]"
pa-011	a veure	551.81-556.27	clips/pa-011__a-veure__551.81.wav	qa-cua-small-json/pa-011__a-veure__551_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.040"",""local_end_s"":""3.450"",""absolute_start_s"":""554.850"",""absolute_end_s"":""555.260"",""prob_min"":""0.1111"",""text"":""a veure""}]"
pa-014	a veure	617.45-637.95	clips/pa-014__a-veure__617.45.wav	qa-cua-small-json/pa-014__a-veure__617_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""14.780"",""local_end_s"":""15.230"",""absolute_start_s"":""632.230"",""absolute_end_s"":""632.680"",""prob_min"":""0.7543"",""text"":""a veure""}]"
pa-016	a veure	369.73-375.91	clips/pa-016__a-veure__369.73.wav	qa-cua-small-json/pa-016__a-veure__369_73.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.210"",""local_end_s"":""2.120"",""absolute_start_s"":""370.940"",""absolute_end_s"":""371.850"",""prob_min"":""0.5117"",""text"":""a veure""}]"
pa-018	a veure	825.61-833.55	clips/pa-018__a-veure__825.61.wav	qa-cua-small-json/pa-018__a-veure__825_61.json	0	no	[]
pa-021	a veure	108.77-116.95	clips/pa-021__a-veure__108.77.wav	qa-cua-small-json/pa-021__a-veure__108_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.170"",""local_end_s"":""1.190"",""absolute_start_s"":""108.940"",""absolute_end_s"":""109.960"",""prob_min"":""0.5298"",""text"":""a veure""}]"
pa-022	a veure	238.61-245.15	clips/pa-022__a-veure__238.61.wav	qa-cua-small-json/pa-022__a-veure__238_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.500"",""absolute_start_s"":""240.610"",""absolute_end_s"":""241.110"",""prob_min"":""0.3096"",""text"":""a veure""}]"
pa-023	a veure	268.81-272.59	clips/pa-023__a-veure__268.81.wav	qa-cua-small-json/pa-023__a-veure__268_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.010"",""local_end_s"":""0.510"",""absolute_start_s"":""268.820"",""absolute_end_s"":""269.320"",""prob_min"":""0.1996"",""text"":""A veure""}]"
pa-024	a veure	590.77-595.39	clips/pa-024__a-veure__590.77.wav	qa-cua-small-json/pa-024__a-veure__590_77.json	0	no	[]
pa-025	a veure	388.01-395.23	clips/pa-025__a-veure__388.01.wav	qa-cua-small-json/pa-025__a-veure__388_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.000"",""local_end_s"":""1.740"",""absolute_start_s"":""389.010"",""absolute_end_s"":""389.750"",""prob_min"":""0.7039"",""text"":""A veure""}]"
pa-026	a veure	64.09-68.39	clips/pa-026__a-veure__64.09.wav	qa-cua-small-json/pa-026__a-veure__64_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.550"",""local_end_s"":""2.490"",""absolute_start_s"":""65.640"",""absolute_end_s"":""66.580"",""prob_min"":""0.6966"",""text"":""a veure""}]"
pa-029	a veure	17.49-21.59	clips/pa-029__a-veure__17.49.wav	qa-cua-small-json/pa-029__a-veure__17_49.json	0	no	[]
pa-030	a veure	673.41-676.91	clips/pa-030__a-veure__673.41.wav	qa-cua-small-json/pa-030__a-veure__673_41.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.250"",""absolute_start_s"":""673.410"",""absolute_end_s"":""673.660"",""prob_min"":""0.1988"",""text"":""A veure""}]"
pa-031	a veure	4.25-9.07	clips/pa-031__a-veure__4.25.wav	qa-cua-small-json/pa-031__a-veure__4_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.170"",""local_end_s"":""2.400"",""absolute_start_s"":""6.420"",""absolute_end_s"":""6.650"",""prob_min"":""0.0804"",""text"":""a veure""}]"
pa-032	a veure	212.45-218.19	clips/pa-032__a-veure__212.45.wav	qa-cua-small-json/pa-032__a-veure__212_45.json	0	no	[]
pa-034	a veure	94.05-100.39	clips/pa-034__a-veure__94.05.wav	qa-cua-small-json/pa-034__a-veure__94_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.180"",""local_end_s"":""1.990"",""absolute_start_s"":""95.230"",""absolute_end_s"":""96.040"",""prob_min"":""0.9578"",""text"":""a veure""}]"
pa-035	a veure	211.09-218.51	clips/pa-035__a-veure__211.09.wav	qa-cua-small-json/pa-035__a-veure__211_09.json	0	no	[]
pa-036	a veure	153.05-160.15	clips/pa-036__a-veure__153.05.wav	qa-cua-small-json/pa-036__a-veure__153_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.100"",""local_end_s"":""1.500"",""absolute_start_s"":""154.150"",""absolute_end_s"":""154.550"",""prob_min"":""0.4770"",""text"":""a veure""}]"
pa-038	a veure	1070.33-1076.43	clips/pa-038__a-veure__1070.33.wav	qa-cua-small-json/pa-038__a-veure__1070_33.json	0	no	[]
pa-041	a veure	200.25-205.75	clips/pa-041__a-veure__200.25.wav	qa-cua-small-json/pa-041__a-veure__200_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.440"",""local_end_s"":""3.090"",""absolute_start_s"":""202.690"",""absolute_end_s"":""203.340"",""prob_min"":""0.7229"",""text"":""a veure""}]"
pa-045	a veure	340.93-345.91	clips/pa-045__a-veure__340.93.wav	qa-cua-small-json/pa-045__a-veure__340_93.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.090"",""local_end_s"":""4.160"",""absolute_start_s"":""345.020"",""absolute_end_s"":""345.090"",""prob_min"":""0.9709"",""text"":""a veure""}]"
pa-048	a veure	393.93-397.03	clips/pa-048__a-veure__393.93.wav	qa-cua-small-json/pa-048__a-veure__393_93.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.550"",""absolute_start_s"":""393.930"",""absolute_end_s"":""394.480"",""prob_min"":""0.0287"",""text"":""A veure""}]"
pa-049	a veure	244.85-252.03	clips/pa-049__a-veure__244.85.wav	qa-cua-small-json/pa-049__a-veure__244_85.json	2	sí	"[{""occurrence"":1,""local_start_s"":""3.260"",""local_end_s"":""3.550"",""absolute_start_s"":""248.110"",""absolute_end_s"":""248.400"",""prob_min"":""0.0989"",""text"":""a veure""},{""occurrence"":2,""local_start_s"":""5.900"",""local_end_s"":""6.230"",""absolute_start_s"":""250.750"",""absolute_end_s"":""251.080"",""prob_min"":""0.9962"",""text"":""a veure""}]"
pa-054	a veure	77.97-81.87	clips/pa-054__a-veure__77.97.wav	qa-cua-small-json/pa-054__a-veure__77_97.json	0	no	[]
pa-055	a veure	63.89-68.59	clips/pa-055__a-veure__63.89.wav	qa-cua-small-json/pa-055__a-veure__63_89.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.380"",""local_end_s"":""2.120"",""absolute_start_s"":""65.270"",""absolute_end_s"":""66.010"",""prob_min"":""0.7076"",""text"":""a veure""}]"
pa-056	a veure	673.21-676.71	clips/pa-056__a-veure__673.21.wav	qa-cua-small-json/pa-056__a-veure__673_21.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.400"",""absolute_start_s"":""673.210"",""absolute_end_s"":""673.610"",""prob_min"":""0.1806"",""text"":""A veure""}]"
pa-057	a veure	16.97-21.31	clips/pa-057__a-veure__16.97.wav	qa-cua-small-json/pa-057__a-veure__16_97.json	0	no	[]
pa-058	a veure	828.61-833.55	clips/pa-058__a-veure__828.61.wav	qa-cua-small-json/pa-058__a-veure__828_61.json	0	no	[]
pa-060	a veure	268.57-272.67	clips/pa-060__a-veure__268.57.wav	qa-cua-small-json/pa-060__a-veure__268_57.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.160"",""absolute_start_s"":""270.570"",""absolute_end_s"":""270.730"",""prob_min"":""0.6349"",""text"":""a veure""}]"
pa-061	a veure	579.17-583.39	clips/pa-061__a-veure__579.17.wav	qa-cua-small-json/pa-061__a-veure__579_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.610"",""local_end_s"":""3.170"",""absolute_start_s"":""581.780"",""absolute_end_s"":""582.340"",""prob_min"":""0.6223"",""text"":""a veure""}]"
pa-063	a veure	402.13-408.03	clips/pa-063__a-veure__402.13.wav	qa-cua-small-json/pa-063__a-veure__402_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.060"",""absolute_start_s"":""402.130"",""absolute_end_s"":""403.190"",""prob_min"":""0.0333"",""text"":""A veure""}]"
pa-064	a veure	587.61-591.67	clips/pa-064__a-veure__587.61.wav	qa-cua-small-json/pa-064__a-veure__587_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.270"",""local_end_s"":""1.890"",""absolute_start_s"":""588.880"",""absolute_end_s"":""589.500"",""prob_min"":""0.9952"",""text"":""a veure""}]"
pa-065	a veure	578.25-582.71	clips/pa-065__a-veure__578.25.wav	qa-cua-small-json/pa-065__a-veure__578_25.json	0	no	[]
pa-003	aviam	180.17-188.79	clips/pa-003__aviam__180.17.wav	qa-cua-small-json/pa-003__aviam__180_17.json	0	no	[]
pa-014	aviam	875.45-883.95	clips/pa-014__aviam__875.45.wav	qa-cua-small-json/pa-014__aviam__875_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.000"",""absolute_start_s"":""877.450"",""absolute_end_s"":""877.450"",""prob_min"":""0.1944"",""text"":""aviam""}]"
pa-016	aviam	729.65-741.19	clips/pa-016__aviam__729.65.wav	qa-cua-small-json/pa-016__aviam__729_65.json	0	no	[]
pa-020	aviam	252.21-256.43	clips/pa-020__aviam__252.21.wav	qa-cua-small-json/pa-020__aviam__252_21.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.060"",""local_end_s"":""3.400"",""absolute_start_s"":""255.270"",""absolute_end_s"":""255.610"",""prob_min"":""0.1339"",""text"":""aviam""}]"
pa-049	aviam	897.25-901.75	clips/pa-049__aviam__897.25.wav	qa-cua-small-json/pa-049__aviam__897_25.json	0	no	[]
pa-004	doncs	416.21-423.31	clips/pa-004__doncs__416.21.wav	qa-cua-small-json/pa-004__doncs__416_21.json	0	no	[]
pa-005	doncs	71.13-77.11	clips/pa-005__doncs__71.13.wav	qa-cua-small-json/pa-005__doncs__71_13.json	2	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.490"",""absolute_start_s"":""71.130"",""absolute_end_s"":""71.620"",""prob_min"":""0.6435"",""text"":""Doncs""},{""occurrence"":2,""local_start_s"":""0.960"",""local_end_s"":""1.450"",""absolute_start_s"":""72.090"",""absolute_end_s"":""72.580"",""prob_min"":""0.3084"",""text"":""doncs""}]"
pa-006	doncs	180.25-187.75	clips/pa-006__doncs__180.25.wav	qa-cua-small-json/pa-006__doncs__180_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.980"",""local_end_s"":""1.540"",""absolute_start_s"":""181.230"",""absolute_end_s"":""181.790"",""prob_min"":""0.5306"",""text"":""doncs""}]"
pa-007	doncs	59.25-66.75	clips/pa-007__doncs__59.25.wav	qa-cua-small-json/pa-007__doncs__59_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.130"",""local_end_s"":""0.480"",""absolute_start_s"":""59.380"",""absolute_end_s"":""59.730"",""prob_min"":""0.5996"",""text"":""Doncs""}]"
pa-008	doncs	55.25-59.75	clips/pa-008__doncs__55.25.wav	qa-cua-small-json/pa-008__doncs__55_25.json	0	no	[]
pa-009	doncs	139.25-145.75	clips/pa-009__doncs__139.25.wav	qa-cua-small-json/pa-009__doncs__139_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.500"",""absolute_start_s"":""139.250"",""absolute_end_s"":""139.750"",""prob_min"":""0.2017"",""text"":""Doncs""}]"
pa-010	doncs	24.65-31.67	clips/pa-010__doncs__24.65.wav	qa-cua-small-json/pa-010__doncs__24_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.510"",""local_end_s"":""2.770"",""absolute_start_s"":""27.160"",""absolute_end_s"":""27.420"",""prob_min"":""0.4795"",""text"":""doncs""}]"
pa-011	doncs	61.49-69.07	clips/pa-011__doncs__61.49.wav	qa-cua-small-json/pa-011__doncs__61_49.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.480"",""local_end_s"":""1.940"",""absolute_start_s"":""62.970"",""absolute_end_s"":""63.430"",""prob_min"":""0.4045"",""text"":""doncs""}]"
pa-012	doncs	411.25-416.75	clips/pa-012__doncs__411.25.wav	qa-cua-small-json/pa-012__doncs__411_25.json	0	no	[]
pa-013	doncs	56.85-61.87	clips/pa-013__doncs__56.85.wav	qa-cua-small-json/pa-013__doncs__56_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.440"",""local_end_s"":""2.750"",""absolute_start_s"":""59.290"",""absolute_end_s"":""59.600"",""prob_min"":""0.4874"",""text"":""doncs""}]"
pa-014	doncs	180.05-188.55	clips/pa-014__doncs__180.05.wav	qa-cua-small-json/pa-014__doncs__180_05.json	0	no	[]
pa-015	doncs	83.25-87.75	clips/pa-015__doncs__83.25.wav	qa-cua-small-json/pa-015__doncs__83_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.130"",""local_end_s"":""1.530"",""absolute_start_s"":""84.380"",""absolute_end_s"":""84.780"",""prob_min"":""0.8466"",""text"":""doncs""}]"
pa-016	doncs	62.33-69.43	clips/pa-016__doncs__62.33.wav	qa-cua-small-json/pa-016__doncs__62_33.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.880"",""local_end_s"":""5.070"",""absolute_start_s"":""67.210"",""absolute_end_s"":""67.400"",""prob_min"":""0.5311"",""text"":""Doncs""}]"
pa-017	doncs	459.25-464.75	clips/pa-017__doncs__459.25.wav	qa-cua-small-json/pa-017__doncs__459_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.340"",""local_end_s"":""1.630"",""absolute_start_s"":""460.590"",""absolute_end_s"":""460.880"",""prob_min"":""0.9049"",""text"":""doncs""}]"
pa-018	doncs	33.53-39.87	clips/pa-018__doncs__33.53.wav	qa-cua-small-json/pa-018__doncs__33_53.json	0	no	[]
pa-019	doncs	46.25-49.75	clips/pa-019__doncs__46.25.wav	qa-cua-small-json/pa-019__doncs__46_25.json	0	no	[]
pa-020	doncs	247.37-252.03	clips/pa-020__doncs__247.37.wav	qa-cua-small-json/pa-020__doncs__247_37.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.840"",""local_end_s"":""1.310"",""absolute_start_s"":""248.210"",""absolute_end_s"":""248.680"",""prob_min"":""0.6183"",""text"":""doncs""}]"
pa-021	doncs	12.25-16.87	clips/pa-021__doncs__12.25.wav	qa-cua-small-json/pa-021__doncs__12_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.660"",""local_end_s"":""3.750"",""absolute_start_s"":""15.910"",""absolute_end_s"":""16.000"",""prob_min"":""0.7531"",""text"":""doncs""}]"
pa-022	doncs	122.85-126.95	clips/pa-022__doncs__122.85.wav	qa-cua-small-json/pa-022__doncs__122_85.json	0	no	[]
pa-024	doncs	83.01-114.51	clips/pa-024__doncs__83.01.wav	qa-cua-small-json/pa-024__doncs__83_01.json	0	no	[]
pa-025	doncs	59.89-66.03	clips/pa-025__doncs__59.89.wav	qa-cua-small-json/pa-025__doncs__59_89.json	0	no	[]
pa-026	doncs	6.33-9.67	clips/pa-026__doncs__6.33.wav	qa-cua-small-json/pa-026__doncs__6_33.json	0	no	[]
pa-027	doncs	18.01-24.51	clips/pa-027__doncs__18.01.wav	qa-cua-small-json/pa-027__doncs__18_01.json	0	no	[]
pa-028	doncs	329.33-334.79	clips/pa-028__doncs__329.33.wav	qa-cua-small-json/pa-028__doncs__329_33.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.080"",""local_end_s"":""1.330"",""absolute_start_s"":""330.410"",""absolute_end_s"":""330.660"",""prob_min"":""0.8421"",""text"":""Doncs""}]"
pa-029	doncs	127.61-131.67	clips/pa-029__doncs__127.61.wav	qa-cua-small-json/pa-029__doncs__127_61.json	0	no	[]
pa-030	doncs	43.53-48.63	clips/pa-030__doncs__43.53.wav	qa-cua-small-json/pa-030__doncs__43_53.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.120"",""local_end_s"":""1.320"",""absolute_start_s"":""44.650"",""absolute_end_s"":""44.850"",""prob_min"":""0.2935"",""text"":""doncs""}]"
pa-031	doncs	414.05-419.11	clips/pa-031__doncs__414.05.wav	qa-cua-small-json/pa-031__doncs__414_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.220"",""absolute_start_s"":""414.050"",""absolute_end_s"":""414.270"",""prob_min"":""0.0397"",""text"":""Doncs""}]"
pa-032	doncs	21.61-27.23	clips/pa-032__doncs__21.61.wav	qa-cua-small-json/pa-032__doncs__21_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.110"",""absolute_start_s"":""21.610"",""absolute_end_s"":""21.720"",""prob_min"":""0.0158"",""text"":""Doncs""}]"
pa-033	doncs	6.61-10.79	clips/pa-033__doncs__6.61.wav	qa-cua-small-json/pa-033__doncs__6_61.json	0	no	[]
pa-034	doncs	110.53-116.23	clips/pa-034__doncs__110.53.wav	qa-cua-small-json/pa-034__doncs__110_53.json	0	no	[]
