ordre_triple	rang	prioritat_triple	id_persona	forma	interval_escolta	clip	token_prob_min	small	base	greedy	forma_en_qa	consens_dos_asr	text_qa	text_greedy	justificacio	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
90	2	B-triple-token-baix	pa-037	diguem	469.77-482.03	clips/pa-037__diguem__469.77.wav	0.7388	sí	sí	sí	sí	sí	Bé, marxar. Una cosa que em va satisfir molt va ser que vaig fer desíndic, diguem-ho així,  durant una hora o més.	Bé, marxar. Una cosa que em va satisfir molt, molt,  va ser que vaig fer de síndic, diguem-ho així,  durant una hora o més.	tres models amb probabilitat baixa	pendent					
91	2	B-triple-token-baix	pa-007	diguem	585.25-591.75	clips/pa-007__diguem__585.25.wav	0.7294	sí	sí	sí	sí	sí	per la frontera, diguem que es va generar un debat força encès a les courses espanyoles.	per la frontera, diguem que es va generar un debat força encès a les courses espanyoles.	tres models amb probabilitat baixa	pendent					
92	2	B-triple-token-baix	pa-017	a nivell	143.25-149.75	clips/pa-017__a-nivell__143.25.wav	0.7278	sí	sí	sí	sí	sí	Jo penso que totes les parts implicades a nivell de totes les parròquies	Jo penso que totes les parts implicades a nivell de totes les parroquies	tres models amb probabilitat baixa	pendent					
93	2	B-triple-token-baix	pa-063	a nivell	1143.61-1148.07	clips/pa-063__a-nivell__1143.61.wav	0.7218	sí	sí	sí	sí	sí	que ara farem, que jo crec que ens ajudarà molt a nivell de finances.	que ara farem, que jo crec que ens ajudarà molt a nivell de finances.	tres models amb probabilitat baixa	pendent					
94	2	B-triple-token-baix	pa-034	diguem	504.45-508.51	clips/pa-034__diguem__504.45.wav	0.7193	sí	sí	sí	sí	sí	i moltes persones de la cor antenna, diguem, no?	i ho dic moltes persones de la cor antenna, diguem-ne.	tres models amb probabilitat baixa	pendent					
95	2	B-triple-token-baix	pa-054	perquè	80.45-85.43	clips/pa-054__perqu__80.45.wav	0.7099	sí	sí	sí	sí	sí	i portant mai a la vida sabades, perquè ho veig.	per denyes-lo i portant mai a la vida sabades, perquè ho veig.	tres models amb probabilitat baixa	pendent					
96	2	B-triple-token-baix	pa-016	a nivell	333.81-340.39	clips/pa-016__a-nivell__333.81.wav	0.7040	sí	sí	sí	sí	sí	inclús recordo doncs fer sessions maratonianes a nivell de comissions sobre tot quan	inclú recordo fer sessions maratonianes a nivell de comissions,  sobretot quan faig una xifra.	tres models amb probabilitat baixa	pendent					
97	2	B-triple-token-baix	pa-025	a veure	388.01-395.23	clips/pa-025__a-veure__388.01.wav	0.7039	sí	sí	sí	sí	sí	segurament. A veure, el goprínsem Martí, nosaltres no el criticarem.	segurament. A veure, el gopríncem Martí, nosaltres no el criticarem.	tres models amb probabilitat baixa	pendent					
98	2	B-triple-token-baix	pa-037	llavors	92.53-106.79	clips/pa-037__llavors__92.53.wav	0.7037	sí	sí	sí	sí	sí	I jo era així, i a bon dia ja, des de llavors,  encara cada any es fa el dia 2 de febrer,  fem un dinar o un trobar de tot el constituent.	i que no hi hagi una altra.  I jo era així.  I ja des de llavors,  encara cada any es fa el dia 2 de febrer,  fem un dinar o un troupau  de trobada de tot el constituent.	tres models amb probabilitat baixa	pendent					
99	2	B-triple-token-baix	pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	0.6911	sí	sí	sí	sí	sí	A part de les patates o les tronfes, que diguem a Canillo.	A part de les patates o les tronfes, que diguem a Canillo.	tres models amb probabilitat baixa	pendent					
100	2	B-triple-token-baix	pa-059	a nivell	142.93-150.35	clips/pa-059__a-nivell__142.93.wav	0.6888	sí	sí	sí	sí	sí	Jo penso que totes les parts implicades a nivell de totes les parròquies,	i la liquidació.  Jo penso que totes les parts implicades a nivell de totes les parròquies,  jo penso que la gent...	tres models amb probabilitat baixa	pendent					
101	2	B-triple-token-baix	pa-004	de fet	601.17-607.35	clips/pa-004__de-fet__601.17.wav	0.6882	sí	sí	sí	sí	sí	molt complicat i comportàvem la gent, de fet, comportàvem molta complexitat i precisió.	i comportàvem la gent, de fet, comportàvem molta complexitat i precisió.	tres models amb probabilitat baixa	pendent					
102	2	B-triple-token-baix	pa-014	o sigui	658.45-674.95	clips/pa-014__o-sigui__658.45.wav	0.6862	sí	sí	sí	sí	sí	És a dir, els homes amb barretina, o sigui, amb pantolons de ballut, negres, faixa i barretina vermella, camisa blanca, mitjons blancs i bigatans.	És a dir, els homes amb barretina, o sigui, amb pantolons de barllut, negres, faixa i barretina vermella, camisa blanca, mitjons blanques i bigatans.	tres models amb probabilitat baixa	pendent					
103	2	B-triple-token-baix	pa-059	perquè	4.09-12.43	clips/pa-059__perqu__4.09.wav	0.6817	sí	sí	sí	sí	sí	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	tres models amb probabilitat baixa	pendent					
104	2	B-triple-token-baix	pa-017	perquè	4.25-12.15	clips/pa-017__perqu__4.25.wav	0.6669	sí	sí	sí	sí	sí	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	tres models amb probabilitat baixa	pendent					
105	2	B-triple-token-baix	pa-048	bé	495.73-502.83	clips/pa-048__b__495.73.wav	0.6658	sí	sí	sí	sí	sí	Bé, no que t'espai físicament, però que t'espai emblemàtic.	Bé, no que t'espai físicament, però que t'espai emblemàtic.	tres models amb probabilitat baixa	pendent					
106	2	B-triple-token-baix	pa-066	a nivell	25.21-29.71	clips/pa-066__a-nivell__25.21.wav	0.6618	sí	sí	sí	sí	sí	S'ha plogut molt via seu d'un dia bastant complicat a nivell de trànsit.	i que ha plogut molt via seu d'un dia bastant complicat a nivell de trànsit.	tres models amb probabilitat baixa	pendent					
107	2	B-triple-token-baix	pa-022	reformeta	125.53-130.67	clips/pa-022__reformeta__125.53.wav	0.6595	sí	sí	sí	sí	sí	Ara toqui. Portava menys a l'arradera de la reformeta,  de no sé què, que no s'acaba.	Ara toqui. Portava menys a la redèria de la reformeta,  de no sé què, que no s'acaba.	tres models amb probabilitat baixa	pendent					
108	2	B-triple-token-baix	pa-064	bé	97.93-104.11	clips/pa-064__b__97.93.wav	0.6509	sí	sí	sí	sí	sí	Bé, ara ens exercitarem amb l'exercici de la memòria.	Bé, ara ens exercitarem amb l'exercici de la memòria.	tres models amb probabilitat baixa	pendent					
109	2	B-triple-token-baix	pa-007	bé	59.25-66.75	clips/pa-007__b__59.25.wav	0.6477	sí	sí	sí	sí	sí	Doncs si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional, prové del grec!	Doncs si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional, proveu el grec!	tres models amb probabilitat baixa	pendent					
110	2	B-triple-token-baix	pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	0.6352	sí	sí	sí	sí	sí	i de competències que en francès en diguem regalient.	i de competències que en francès en diguem regalient.	tres models amb probabilitat baixa	pendent					
111	2	B-triple-token-baix	pa-026	perquè	150.53-156.67	clips/pa-026__perqu__150.53.wav	0.6276	sí	sí	sí	sí	sí	perquè no em vull ascendre amb les coses de palacio que hi van molt després.	perquè no em vull ascendre amb les coses de palàcia	tres models amb probabilitat baixa	pendent					
112	2	B-triple-token-baix	pa-004	perquè	464.09-471.39	clips/pa-004__perqu__464.09.wav	0.6217	sí	sí	sí	sí	sí	I calia estar-hi molt a sobre perquè per no quedar-se sense molt l'incarre que algú n'és més.	i calia estar-hi molt a sobre perquè no...  per no quedar-se sense molt l'incarre que algun és més...	tres models amb probabilitat baixa	pendent					
113	2	B-triple-token-baix	pa-035	perquè	181.13-186.35	clips/pa-035__perqu__181.13.wav	0.6201	sí	sí	sí	sí	sí	perquè hi havia molts endorrans reticents.	perquè hi havia molts endorrans reticents.	tres models amb probabilitat baixa	pendent					
114	2	B-triple-token-baix	pa-059	vull dir	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	0.6171	sí	sí	sí	sí	sí	Vull dir, nosaltres entraiem amb una proporcional nacional.	Vull dir, nosaltres entraiem en una proporció nacional.	tres models amb probabilitat baixa	pendent					
115	2	B-triple-token-baix	pa-010	de fet	647.25-652.75	clips/pa-010__de-fet__647.25.wav	0.6151	sí	sí	sí	sí	sí	i ho són, és de fet, en concret, el dia de ser fixeu-vos també en el detall amb l'esforç...	i ho sonés. De fet, en concret, el dia de ser tixeu-vos també molt de detall amb les fortes...	tres models amb probabilitat baixa	pendent					
116	2	B-triple-token-baix	pa-062	diguem	191.37-197.03	clips/pa-062__diguem__191.37.wav	0.6091	sí	sí	sí	sí	sí	i aquesta bata, que a canilló en diguem una brusa.	i aquesta bata, que a Canillón diguem una bruixa...  La bruixa.	tres models amb probabilitat baixa	pendent					
117	2	B-triple-token-baix	pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	0.6073	sí	sí	sí	sí	sí	Vull dir, nosaltres entraiem en una proporcional nacional.	Vull dir, nosaltres entraiem amb una proporció nacional.	tres models amb probabilitat baixa	pendent					
118	2	B-triple-token-baix	pa-006	aleshores	513.25-518.75	clips/pa-006__aleshores__513.25.wav	0.5916	sí	sí	sí	sí	sí	Aleshores era molt fàcil agafar i aprofitar la força d'aigua baixant per l'entrada.	Aleshores era molt fàcil agafar i aprofitar la força de l'aigua laixant per l'entrada.	tres models amb probabilitat baixa	pendent					
119	2	B-triple-token-baix	pa-038	perquè	279.13-283.51	clips/pa-038__perqu__279.13.wav	0.5824	sí	sí	sí	sí	sí	sobretot perquè els delegats permanents han continuat.	sobretot perquè els delegats permanents han continuat,  però els veguem...	tres models amb probabilitat baixa	pendent					
120	2	B-triple-token-baix	pa-041	evidentment	353.25-360.75	clips/pa-041__evidentment__353.25.wav	0.5787	sí	sí	sí	sí	sí	amb la responsabilitat, amb les persones que hi treballàvem, evidentment,  per dir, és que això no és una cosa per ara,	amb la responsabilitat, amb les persones que hi treballàvem, evidentment,  per dir que això no és una cosa per ara,	tres models amb probabilitat baixa	pendent					
121	2	B-triple-token-baix	pa-038	a nivell	455.49-460.15	clips/pa-038__a-nivell__455.49.wav	0.5767	sí	sí	sí	sí	sí	per dir-ho a nivell de negocis, el que sigui, això va molt bé.	per dir-ho a nivell de negocis, el que sigui.  Clar, això va molt bé.	tres models amb probabilitat baixa	pendent					
122	2	B-triple-token-baix	pa-063	bé	105.97-110.35	clips/pa-063__b__105.97.wav	0.5648	sí	sí	sí	sí	sí	Bé, treballem una cosa que amb una il·liogràdia que ja ha donat...	Bé, treballem una cosa que amb una elia gratis que ja ha donat tot.	tres models amb probabilitat baixa	pendent					
123	2	B-triple-token-baix	pa-016	doncs	62.33-69.43	clips/pa-016__doncs__62.33.wav	0.5311	sí	sí	sí	sí	sí	"que em diu ""filling a xis polític"".  I em diu ""tu sí que sí, no?""  Doncs has d'anar a la teva paraula. Dic ""sí, sí""."	"""Filiàtics polítics"", no?  I em diu ""tu sí que sí"", no?  Doncs has donat la teva paraula, dic ""sí, sí""."	tres models amb probabilitat baixa	pendent					
124	2	B-triple-token-baix	pa-011	de fet	557.25-561.31	clips/pa-011__de-fet__557.25.wav	0.5130	sí	sí	sí	sí	sí	de fet, quan es va inaugurar al pal, com a tal, als 16...	de fet, quan es va inaugurar, que el pal, com a tal, el 16 de...	tres models amb probabilitat baixa	pendent					
125	2	B-triple-token-baix	pa-032	perquè	9.21-15.07	clips/pa-032__perqu__9.21.wav	0.5112	sí	sí	sí	sí	sí	perquè has tancat l'aport a les 7 de la tarda.	perquè ha estancat l'aport a les set de la tarda.	tres models amb probabilitat baixa	pendent					
126	2	B-triple-token-baix	pa-038	bueno	874.61-878.11	clips/pa-038__bueno__874.61.wav	0.5072	sí	sí	sí	sí	sí	"""Bueno, vale, ¿no?"""	"""Bueno, vale""."	tres models amb probabilitat baixa	pendent					
127	2	B-triple-token-baix	pa-066	crec	219.63-227.13	clips/pa-066__crec__219.63.wav	0.4971	sí	sí	sí	sí	sí	La col·laboració del banc amb l'entorn amb el país crec que va ser important.	La col·laboració del banc amb l'entorn amb el país crec que va ser important.	tres models amb probabilitat baixa	pendent					
128	2	B-triple-token-baix	pa-007	clar	344.25-349.75	clips/pa-007__clar__344.25.wav	0.4951	sí	sí	sí	sí	sí	és clar que els polítics, pel nombre de carrers dedicats,	és clar que els polítics pel nombre de carrers dedicats no ha estat...	tres models amb probabilitat baixa	pendent					
129	2	B-triple-token-baix	pa-010	doncs	24.65-31.67	clips/pa-010__doncs__24.65.wav	0.4795	sí	sí	sí	sí	sí	oponímia i risc geològics. I doncs vei avui com a col·laboració dins d'aquest  cicle de capsules d'història en temps de confinament.	d'un comínia ruscogeològics.  I doncs vei avui com a col·laboració dins d'aquest cicle de capsules d'història en temps de confinament.	tres models amb probabilitat baixa	pendent					
130	2	B-triple-token-baix	pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	0.4794	sí	sí	sí	sí	sí	que els altres que se'ns va anar apropant, diguem,  però vosaltres realment voleu fer això,  és que vosaltres...	que se'ns va anar apropant, diguem,  però vosaltres realment volen fer això,  és que vosaltres...	tres models amb probabilitat baixa	pendent					
131	2	B-triple-token-baix	pa-008	és a dir	1110.25-1114.75	clips/pa-008__s-a-dir__1110.25.wav	0.4791	sí	sí	sí	sí	sí	a la festa o fer planter, no? És a dir,  quan els més grans s'hi implicen.	o fer plantee, no? És a dir, els més grans es simplegant.	tres models amb probabilitat baixa	pendent					
132	2	B-triple-token-baix	pa-036	a veure	153.05-160.15	clips/pa-036__a-veure__153.05.wav	0.4770	sí	sí	sí	sí	sí	i els consellers a veure i companys diputats de l'Assemblea Nacional de França o BD Madrid.	i consellers a veure companys diputats de l'Assemblea Nacional de França,  o BD Madrid.	tres models amb probabilitat baixa	pendent					
133	2	B-triple-token-baix	pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	0.4660	sí	sí	sí	sí	sí	que dintre d'això hi havia punts essencials, evidentment,	que dins d'això hi havia punts essencials, evidentment,	tres models amb probabilitat baixa	pendent					
134	2	B-triple-token-baix	pa-025	reformeta	1085.53-1091.51	clips/pa-025__reformeta__1085.53.wav	0.4505	sí	sí	sí	sí	sí	que volia donar una reformeta més arregladeta.	que li he donat una reformeta més arregladeta.	tres models amb probabilitat baixa	pendent					
135	2	B-triple-token-baix	pa-066	perquè	21.81-26.71	clips/pa-066__perqu__21.81.wav	0.4434	sí	sí	sí	sí	sí	que pot passar.  Era bastant previsible perquè el dia anterior  havia plogut molt, havia sigut un dia...	i no pot passar.  Era bastant previsible perquè el dia anterior  havia plogut molt, havia sigut un dia...	tres models amb probabilitat baixa	pendent					
136	2	B-triple-token-baix	pa-015	perquè	86.25-92.75	clips/pa-015__perqu__86.25.wav	0.4134	sí	sí	sí	sí	sí	senzilla raó perquè és el poder econòmic del que seria la barroquínca.	senzill arrau perquè és el poder econòmic de lo que seria la barra oquíolica.	tres models amb probabilitat baixa	pendent					
137	2	B-triple-token-baix	pa-056	perquè	31.73-35.07	clips/pa-056__perqu__31.73.wav	0.4129	sí	sí	sí	sí	sí	els quadrenys perquè, lògicament,	i els quadrenys, perquè, lògicament,	tres models amb probabilitat baixa	pendent					
138	2	B-triple-token-baix	pa-010	és a dir	243.25-249.55	clips/pa-010__s-a-dir__243.25.wav	0.3904	sí	sí	sí	sí	sí	és a dir, interpretables o en tenuts dos mitjans en la nostra llengua actual.	és a dir, interpretables o en teniu dos mitjans en la nostra llengua actual.	tres models amb probabilitat baixa	pendent					
139	2	B-triple-token-baix	pa-027	de fet	109.45-115.11	clips/pa-027__de-fet__109.45.wav	0.3832	sí	sí	sí	sí	sí	que de fet ens vam reunir, vam fer seminaris al tertè, vam fer seminaris...	que de fet es van reunir, van fer seminaris al tercer Té,	tres models amb probabilitat baixa	pendent					
140	2	B-triple-token-baix	pa-037	perquè	186.29-198.91	clips/pa-037__perqu__186.29.wav	0.3810	sí	sí	sí	sí	sí	Després, clar, quan va arribar cap al final de tot, ens van informar més.  Perquè a final havíem de votar que sí, sinó...	Després, clar, quan va arribar cap al final de tot, ens van informar més,  perquè a final havíem de votar que sí, sinó...	tres models amb probabilitat baixa	pendent					
141	2	B-triple-token-baix	pa-048	o sigui	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	0.3651	sí	sí	sí	sí	sí	O sigui que les identitats com les cultures	O sigui que les identitats com les cultures...	tres models amb probabilitat baixa	pendent					
