ordre	categoria	score_evidencia	id_persona	forma	interval_escolta	clip	transcripcio_qa	json_qa	token_coincidencia	token_intervals_absolute	token_prob_min	token_prob_mean	token_text	text_qa	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	veu_proporcio	rms_p50_db	f0_median_hz	f0_iqr_hz	centroid_median_hz	pausa_mediana_s	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
65	A-triple-consens	9	pa-016	evidentment	456.85-463.03	clips/pa-016__evidentment__456.85.wav	qa-clips/pa-016__evidentment__456_85_463_03.txt	qa-clips-json/pa-016__evidentment__456_85.json	sí	457.070-457.900	0.7723	0.8821	evidentment	I, evidentment, si has de dir alguna cosa, ho dius a les sessions que tens intern.	sí	sí	sí	0.217	0.215	0.5974	-31.89	281.75	145.79	1120.93	0.060	pendent					
66	A-triple-consens	9	pa-016	llavors	15.05-20.91	clips/pa-016__llavors__15.05.wav	qa-clips/pa-016__llavors__15_05_20_91.txt	qa-clips-json/pa-016__llavors__15_05.json	sí	15.130-15.580	0.7574	0.8734	llavors	i llavors li toca el meu marit ser darrere de contes, i és així.	sí	sí	sí	0.054	0.069	0.5034	-34.83	288.90	65.84	1539.35	0.040	pendent					
67	A-triple-consens	9	pa-016	perquè	79.77-85.39	clips/pa-016__perqu__79.77.wav	qa-clips/pa-016__perque__79_77_85_39.txt	qa-clips-json/pa-016__perqu__79_77.json	sí	81.960-82.630	0.8479	0.8479	perquè	a mi em posa moltíssim, perquè a més era al principi i pensava que m'hagués quedat.	sí	sí	sí	0.050	0.022	0.6214	-31.31	286.10	70.78	1110.19	0.070	pendent					
68	A-triple-consens	9	pa-016	vull dir	322.53-327.83	clips/pa-016__vull-dir__322.53.wav	qa-clips/pa-016__vull-dir__322_53_327_83.txt	qa-clips-json/pa-016__vull-dir__322_53.json	sí	325.520-325.650	0.4016	0.6989	vull dir	d'esqueles que van fer, les van passar, vull dir, que va ser així.	sí	sí	sí	0.175	0.086	0.6553	-31.42	292.10	123.62	1030.86	0.060	pendent					
69	A-triple-consens	9	pa-017	a nivell	143.25-149.75	clips/pa-017__a-nivell__143.25.wav	qa-clips/pa-017__a-nivell__143_25_149_75.txt	qa-clips-json/pa-017__a-nivell__143_25.json	sí	146.610-147.090	0.7278	0.8996	a nivell	Jo penso que totes les parts implicades a nivell de totes les parròquies	sí	sí	sí	0.169	0.147	0.5340	-33.20	264.24	119.16	1212.92	0.100	pendent					
70	A-triple-consens	9	pa-017	clar	34.45-42.35	clips/pa-017__clar__34.45.wav	qa-clips/pa-017__clar__34_45_42_35.txt	qa-clips-json/pa-017__clar__34_45.json	sí	38.350-38.580	0.9757	0.9757	clar	No és el fet de ser els primers o no els primers.  Nosaltres teníem clar que havíem de fer el pas.	sí	sí	sí	0.177	0.074	0.5584	-31.83	211.76	124.90	1043.58	0.080	pendent					
71	A-triple-consens	9	pa-017	doncs	459.25-464.75	clips/pa-017__doncs__459.25.wav	qa-clips/pa-017__doncs__459_25_464_75.txt	qa-clips-json/pa-017__doncs__459_25.json	sí	460.590-460.880	0.9049	0.9520	doncs	I perfecte, doncs a partir d'aquí, sempre ja que et dubte de sapiguer,	sí	sí	sí	0.241	0.118	0.5255	-33.68	203.86	58.91	1071.02	0.100	pendent					
72	A-triple-consens	9	pa-017	llavors	361.25-368.75	clips/pa-017__llavors__361.25.wav	qa-clips/pa-017__llavors__361_25_368_75.txt	qa-clips-json/pa-017__llavors__361_25.json	sí	362.330-363.080	0.7556	0.8677	Llavors	perroquial.  Llavors, algunes perroquies bloquejarem completament el comú.  Nosaltres anirem consignant.	sí	sí	sí	0.315	0.124	0.6444	-29.70	196.32	117.78	922.03	0.060	pendent					
73	A-triple-consens	9	pa-017	perquè	4.25-12.15	clips/pa-017__perqu__4.25.wav	qa-clips/pa-017__perque__4_25_12_15.txt	qa-clips-json/pa-017__perqu__4_25.json	sí	6.400-6.890	0.6669	0.6669	perquè	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	sí	sí	sí	0.033	0.102	0.4822	-35.61	187.06	130.52	1116.11	0.100	pendent					
74	A-triple-consens	9	pa-017	tirar endavant	49.85-56.15	clips/pa-017__tirar-endavant__49.85.wav	qa-clips/pa-017__tirar-endavant__49_85_56_15.txt	qa-clips-json/pa-017__tirar-endavant__49_85.json	sí	52.370-52.650	0.2057	0.7058	tirar endavant	i les decisions que em perpugui tirar endavant,  amb tot el que era la justícia, l'immigració.	sí	sí	sí	0.254	0.180	0.5764	-32.22	224.14	132.54	939.67	0.100	pendent					
75	A-triple-consens	9	pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	qa-clips/pa-017__vull-dir__272_25_279_75.txt	qa-clips-json/pa-017__vull-dir__272_25.json	sí	272.250-273.000	0.6073	0.8683	Vull dir	Vull dir, nosaltres entraiem en una proporcional nacional.	sí	sí	sí	0.322	0.083	0.6123	-29.44	233.65	121.52	1010.97	0.120	pendent					
76	A-triple-consens	9	pa-017	és a dir	487.25-494.75	clips/pa-017__s-a-dir__487.25.wav	qa-clips/pa-017__es-a-dir__487_25_494_75.txt	qa-clips-json/pa-017__s-a-dir__487_25.json	sí	488.770-488.960	0.4956	0.8279	és a dir	és el quin perd, és a dir, que sempre hi ha aquesta incognita  i, evidentment, que teníem nosaltres, sí que ho havíem,  però el que n'havia d'estar...	sí	sí	sí	0.227	0.127	0.5722	-32.98	219.66	147.61	1004.45	0.080	pendent					
77	A-triple-consens	9	pa-018	a nivell	188.45-191.87	clips/pa-018__a-nivell__188.45.wav	qa-clips/pa-018__a-nivell__188_45_191_87.txt	qa-clips-json/pa-018__a-nivell__188_45.json	no					Quan se vol, a nivells de programes polítics,	sí	sí	sí	0.044	0.121	0.7000	-26.50	265.01	34.49	813.54	0.070	pendent					
78	A-triple-consens	9	pa-018	crec	7.49-12.83	clips/pa-018__crec__7.49.wav	qa-clips/pa-018__crec__7_49_12_83.txt	qa-clips-json/pa-018__crec__7_49.json	sí	8.550-8.940	0.9969	0.9969	crec	i després jo crec que el problema que hi ha dels 78 és que...	sí	sí	sí	0.056	0.062	0.6316	-28.33	268.93	43.02	930.74	0.070	pendent					
79	A-triple-consens	9	pa-018	diguem	715.49-721.19	clips/pa-018__diguem__715.49.wav	qa-clips/pa-018__diguem__715_49_721_19.txt	qa-clips-json/pa-018__diguem__715_49.json	sí	717.920-718.210	0.4794	0.6877	diguem	que els altres que se'ns va anar apropant, diguem,  però vosaltres realment voleu fer això,  és que vosaltres...	sí	sí	sí	0.344	0.035	0.6197	-31.04	263.25	119.33	896.89	0.080	pendent					
80	A-triple-consens	9	pa-018	perquè	91.09-96.47	clips/pa-018__perqu__91.09.wav	qa-clips/pa-018__perque__91_09_96_47.txt	qa-clips-json/pa-018__perqu__91_09.json	sí	92.160-92.850	0.9663	0.9663	perquè	i resòria, perquè no podíem acabar mai de decidir que una cosa...	sí	sí	sí	0.038	0.136	0.6045	-30.37	264.23	49.87	871.37	0.070	pendent					
81	A-triple-consens	9	pa-019	a nivell	122.25-127.75	clips/pa-019__a-nivell__122.25.wav	qa-clips/pa-019__a-nivell__122_25_127_75.txt	qa-clips-json/pa-019__a-nivell__122_25.json	sí	125.600-126.080	0.9056	0.9516	a nivell	la Constitució és amb qualsevol tema que entrés a nivell de comissions.	sí	sí	sí	0.211	0.090	0.6168	-30.18	175.07	176.29	976.33	0.060	pendent					
82	A-triple-consens	9	pa-019	bueno	328.25-333.75	clips/pa-019__bueno__328.25.wav	qa-clips/pa-019__bueno__328_25_333_75.txt	qa-clips-json/pa-019__bueno__328_25.json	sí	328.570-328.850	0.1975	0.1975	bueno	Però bueno, la corrent aquesta jo crec que ja era a mi imperable.	sí	sí	sí	0.222	0.052	0.4672	-37.31	276.21	187.19	1219.26	0.060	pendent					
83	A-triple-consens	9	pa-019	bé	195.25-201.75	clips/pa-019__b__195.25.wav	qa-clips/pa-019__be__195_25_201_75.txt	qa-clips-json/pa-019__b__195_25.json	sí	200.660-200.850	0.9932	0.9932	bé	i buscàvem qui era la fórmula que ens encaixava més bé.	sí	sí	sí	0.332	0.108	0.6821	-30.49	161.31	165.43	982.33	0.060	pendent					
84	A-triple-consens	9	pa-019	crec	27.25-31.75	clips/pa-019__crec__27.25.wav	qa-clips/pa-019__crec__27_25_31_75.txt	qa-clips-json/pa-019__crec__27_25.json	sí	28.520-28.820	0.9925	0.9925	crec	i en aquell moment jo crec que en Dorre necessitava.	sí	sí	sí	0.146	0.070	0.6339	-32.48	166.76	91.70	1071.30	0.080	pendent					
85	A-triple-consens	9	pa-019	diguem	109.25-113.75	clips/pa-019__diguem__109.25.wav	qa-clips/pa-019__diguem__109_25_113_75.txt	qa-clips-json/pa-019__diguem__109_25.json	sí	110.480-110.860	0.9362	0.9453	diguem	I va haver una certa, diguem-ne, un bon feeling, no?	sí	sí	sí	0.265	0.124	0.5446	-30.09	146.29	160.32	1031.32	0.100	pendent					
86	A-triple-consens	9	pa-019	evidentment	93.25-97.75	clips/pa-019__evidentment__93.25.wav	qa-clips/pa-019__evidentment__93_25_97_75.txt	qa-clips-json/pa-019__evidentment__93_25.json	sí	95.330-96.190	0.7612	0.8792	evidentment	que va ser un factor que també, evidentment, posava una certa part.	sí	sí	sí	0.090	0.101	0.3438	-39.89	193.89	166.02	1292.86	0.140	pendent					
87	A-triple-consens	9	pa-019	llavors	422.25-427.75	clips/pa-019__llavors__422.25.wav	qa-clips/pa-019__llavors__422_25_427_75.txt	qa-clips-json/pa-019__llavors__422_25.json	sí	426.010-426.400	0.9040	0.9465	llavors	perquè ens donava eines per poder fer més coses  de les que podíem fer fins al llavors.  Aquest era el missatge.	sí	sí	sí	0.302	0.107	0.7007	-28.32	293.90	153.07	956.73	0.060	pendent					
88	A-triple-consens	9	pa-020	aviam	252.21-256.43	clips/pa-020__aviam__252.21.wav	qa-clips/pa-020__aviam__252_21_256_43.txt	qa-clips-json/pa-020__aviam__252_21.json	sí	255.270-255.610	0.1339	0.4173	aviam	Això és el seu, i a bon resultat que clar, això era aviam, potser va a...	sí	sí	sí	0.101	0.070	0.6000	-30.15	203.16	89.78	1106.67	0.100	pendent					
89	A-triple-consens	9	pa-020	bé	146.37-152.31	clips/pa-020__b__146.37.wav	qa-clips/pa-020__be__146_37_152_31.txt	qa-clips-json/pa-020__b__146_37.json	sí	149.460-149.780	0.9976	0.9976	bé	en aquell moment potser no eren ben bé del mateix equip.	sí	sí	sí	0.025	0.062	0.3784	-37.33	172.86	14.09	1130.93	0.130	pendent					
90	A-triple-consens	9	pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	qa-clips/pa-020__clar__89_81_94_31.txt	qa-clips-json/pa-020__clar__89_81.json	sí	93.290-93.430	0.5345	0.5345	clar	I quan vam entrar, el que sí que teníem,  clar que s'havia de fer la corte.	sí	sí	sí	0.021	0.022	0.4152	-37.41	201.97	108.39	1283.85	0.060	pendent					
91	A-triple-consens	9	pa-020	perquè	9.41-12.91	clips/pa-020__perqu__9.41.wav	qa-clips/pa-020__perque__9_41_12_91.txt	qa-clips-json/pa-020__perqu__9_41.json	sí	9.440-9.820	0.1574	0.1574	perquè	perquè hi ha hagut aquella dimissió recent.	sí	sí	sí	0.012	0.063	0.6437	-30.77	194.77	48.67	962.86	0.060	pendent					
92	A-triple-consens	9	pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	qa-clips/pa-021__bueno__12_25_16_87.txt	qa-clips-json/pa-021__bueno__12_25.json	sí	14.200-14.650	0.6500	0.6500	bueno	i es va obligar, i, bueno, les hores, doncs,	sí	sí	sí	0.041	0.074	0.5870	-31.19	235.82	119.20	1086.43	0.050	pendent					
93	A-triple-consens	9	pa-021	crec	115.53-120.03	clips/pa-021__crec__115.53.wav	qa-clips/pa-021__crec__115_53_120_03.txt	qa-clips-json/pa-021__crec__115_53.json	sí	116.330-116.590	0.9550	0.9550	crec	I jo crec que el fet de que amb el consell anterior passés el que va passant.	sí	sí	sí	0.031	0.032	0.6562	-28.76	184.66	154.39	908.87	0.060	pendent					
94	A-triple-consens	9	pa-021	doncs	12.25-16.87	clips/pa-021__doncs__12.25.wav	qa-clips/pa-021__doncs__12_25_16_87.txt	qa-clips-json/pa-021__doncs__12_25.json	sí	15.910-16.000	0.7531	0.8764	doncs	i es va obligar, i, bueno, les hores, doncs,	sí	sí	sí	0.034	0.074	0.5870	-31.19	235.82	119.20	1086.43	0.050	pendent					
95	A-triple-consens	9	pa-021	evidentment	211.41-215.75	clips/pa-021__evidentment__211.41.wav	qa-clips/pa-021__evidentment__211_41_215_75.txt	qa-clips-json/pa-021__evidentment__211_41.json	sí	211.920-213.050	0.4338	0.7163	evidentment	I ells evidentment em donaven el seu pare.	sí	sí	sí	0.088	0.081	0.6019	-30.95	216.65	122.75	1074.61	0.080	pendent					
96	A-triple-consens	9	pa-021	perquè	15.45-19.67	clips/pa-021__perqu__15.45.wav	qa-clips/pa-021__perque__15_45_19_67.txt	qa-clips-json/pa-021__perqu__15_45.json	sí	17.120-17.450	0.8815	0.8815	perquè	em van convèncer, doncs, perquè fos candidat.	sí	sí	sí	0.035	0.156	0.5667	-31.95	251.72	148.80	1146.97	0.060	pendent					
97	A-triple-consens	9	pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	qa-clips/pa-021__vull-dir__314_29_323_11.txt	qa-clips-json/pa-021__vull-dir__314_29.json	sí	318.000-319.130	0.7440	0.8676	vull dir	i nosaltres, malgrat que no vull dir que no volguéssim de cap manera.	sí	sí	sí	0.088	0.046	0.5977	-32.29	226.92	139.06	877.30	0.060	pendent					
98	A-triple-consens	9	pa-021	és a dir	32.29-38.55	clips/pa-021__s-a-dir__32.29.wav	qa-clips/pa-021__es-a-dir__32_29_38_55.txt	qa-clips-json/pa-021__s-a-dir__32_29.json	sí	33.420-34.410	0.3647	0.7847	És a dir	d'en Durrana. És a dir, que el poble ens va a elegir per això.	sí	sí	sí	0.033	0.174	0.5096	-34.78	219.66	133.66	1080.48	0.060	pendent					
99	A-triple-consens	9	pa-022	a veure	238.61-245.15	clips/pa-022__a-veure__238.61.wav	qa-clips/pa-022__a-veure__238_61_245_15.txt	qa-clips-json/pa-022__a-veure__238_61.json	sí	240.610-241.110	0.3096	0.6496	a veure	perquè teníem la poder a veure si ara s'ho duré in extremis.	sí	sí	sí	0.114	0.156	0.4540	-38.06	213.48	188.80	1138.05	0.120	pendent					
100	A-triple-consens	9	pa-022	clar	107.73-113.11	clips/pa-022__clar__107.73.wav	qa-clips/pa-022__clar__107_73_113_11.txt	qa-clips-json/pa-022__clar__107_73.json	sí	109.110-109.310	0.9951	0.9951	clar	l'objectiu tenia molt clar que s'hi jugava molt.	sí	sí	sí	0.076	0.034	0.5336	-33.12	237.39	161.06	1295.37	0.080	pendent					
101	A-triple-consens	9	pa-022	crec	243.73-249.43	clips/pa-022__crec__243.73.wav	qa-clips/pa-022__crec__243_73_249_43.txt	qa-clips-json/pa-022__crec__243_73.json	sí	243.940-244.090	0.9941	0.9941	crec	I jo crec que un factor important és el canvi generacional, també, entreu.	sí	sí	sí	0.085	0.016	0.6514	-27.46	245.20	183.45	797.35	0.040	pendent					
102	A-triple-consens	9	pa-022	evidentment	303.01-309.59	clips/pa-022__evidentment__303.01.wav	qa-clips/pa-022__evidentment__303_01_309_59.txt	qa-clips-json/pa-022__evidentment__303_01.json	sí	303.010-304.240	0.2581	0.7485	Evidentment	Evidentment van treballar, ho vam separar per comissions.	sí	sí	sí	0.071	0.187	0.5854	-32.23	185.56	127.16	954.70	0.080	pendent					
103	A-triple-consens	9	pa-022	o sigui	42.93-48.95	clips/pa-022__o-sigui__42.93.wav	qa-clips/pa-022__o-sigui__42_93_48_95.txt	qa-clips-json/pa-022__o-sigui__42_93.json	sí	42.930-43.470	0.0430	0.5146	O sigui	O sigui, al fondo el que es buscaveré tindrà una independència com a país.	sí	sí	sí	0.098	0.164	0.5967	-32.24	266.57	182.88	1114.90	0.060	pendent					
104	A-triple-consens	9	pa-022	perquè	111.69-115.67	clips/pa-022__perqu__111.69.wav	qa-clips/pa-022__perque__111_69_115_67.txt	qa-clips-json/pa-022__perqu__111_69.json	sí	111.690-112.160	0.2534	0.2534	perquè	perquè si no s'arriba a fer la Constitució i continuem...	sí	sí	sí	0.040	0.076	0.6263	-31.12	140.24	204.65	1115.86	0.060	pendent					
105	A-triple-consens	9	pa-022	reformeta	125.53-130.67	clips/pa-022__reformeta__125.53.wav	qa-clips/pa-022__reformeta__125_53_130_67.txt	qa-clips-json/pa-022__reformeta__125_53.json	sí	128.230-128.930	0.6595	0.8106	reformeta	Ara toqui. Portava menys a l'arradera de la reformeta,  de no sé què, que no s'acaba.	sí	sí	sí	0.153	0.115	0.6562	-29.52	117.30	114.53	1049.40	0.090	pendent					
106	A-triple-consens	9	pa-022	és a dir	11.49-17.91	clips/pa-022__s-a-dir__11.49.wav	qa-clips/pa-022__es-a-dir__11_49_17_91.txt	qa-clips-json/pa-022__s-a-dir__11_49.json	sí	15.290-16.050	0.1417	0.6980	És a dir	que no hauríem d'anar per endorra.  És a dir, que no haguéssum demanat mai d'una certa manera.	sí	sí	sí	0.102	0.027	0.7344	-28.30	217.65	211.56	1092.92	0.120	pendent					
107	A-triple-consens	9	pa-023	a nivell	418.57-422.99	clips/pa-023__a-nivell__418.57.wav	qa-clips/pa-023__a-nivell__418_57_422_99.txt	qa-clips-json/pa-023__a-nivell__418_57.json	sí	419.870-420.370	0.8081	0.9214	a nivell	i després també a nivell d'agricultura.	sí	sí	sí	0.043	0.111	0.6500	-27.69	139.59	26.68	1079.11	0.080	pendent					
108	A-triple-consens	9	pa-023	a veure	268.81-272.59	clips/pa-023__a-veure__268.81.wav	qa-clips/pa-023__a-veure__268_81_272_59.txt	qa-clips-json/pa-023__a-veure__268_81.json	sí	268.820-269.320	0.1996	0.5001	A veure	A veure, què és l'exemple del 92?	sí	sí	sí	0.039	0.096	0.4947	-35.23	126.34	18.07	1090.80	0.170	pendent					
109	A-triple-consens	9	pa-023	bé	409.37-413.47	clips/pa-023__b__409.37.wav	qa-clips/pa-023__be__409_37_413_47.txt	qa-clips-json/pa-023__b__409_37.json	no					i un bombé que prenia les mides.	sí	sí	sí	0.173	0.116	0.6716	-27.26	139.79	125.40	930.99	0.100	pendent					
110	A-triple-consens	9	pa-023	perquè	29.09-34.79	clips/pa-023__perqu__29.09.wav	qa-clips/pa-023__perque__29_09_34_79.txt	qa-clips-json/pa-023__perqu__29_09.json	sí	29.090-30.030	0.1482	0.1482	perquè	perquè els coprínsecs, i sobretot els representants,	sí	sí	sí	0.061	0.038	0.6620	-28.62	141.28	132.22	971.08	0.070	pendent					
111	A-triple-consens	9	pa-023	és a dir	207.17-213.55	clips/pa-023__s-a-dir__207.17.wav	qa-clips/pa-023__es-a-dir__207_17_213_55.txt	qa-clips-json/pa-023__s-a-dir__207_17.json	sí	207.170-207.720	0.0165	0.6542	És a dir	És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps,	sí	sí	sí	0.046	0.162	0.6195	-28.03	139.57	33.91	947.49	0.080	pendent					
112	A-triple-consens	9	pa-025	a veure	388.01-395.23	clips/pa-025__a-veure__388.01.wav	qa-clips/pa-025__a-veure__388_01_395_23.txt	qa-clips-json/pa-025__a-veure__388_01.json	sí	389.010-389.750	0.7039	0.8515	A veure	segurament. A veure, el goprínsem Martí, nosaltres no el criticarem.	sí	sí	sí	0.037	0.072	0.6444	-29.81	254.03	49.55	973.82	0.080	pendent					
113	A-triple-consens	9	pa-025	crec	4.25-9.11	clips/pa-025__crec__4.25.wav	qa-clips/pa-025__crec__4_25_9_11.txt	qa-clips-json/pa-025__crec__4_25.json	sí	5.050-5.150	0.9899	0.9899	crec	Jo crec que el que es volia era trobar la manera d'arribar.	sí	sí	sí	0.022	0.032	0.6653	-23.10	255.46	35.88	1059.86	0.120	pendent					
114	A-triple-consens	9	pa-025	de fet	890.85-894.31	clips/pa-025__de-fet__890.85.wav	qa-clips/pa-025__de-fet__890_85_894_31.txt	qa-clips-json/pa-025__de-fet__890_85.json	sí	892.440-892.850	0.6469	0.8082	de fet	que eren les llicències de fet o amb pares.	sí	sí	sí	0.055	0.121	0.3837	-38.11	309.50	150.12	1277.48	0.100	pendent					
115	A-triple-consens	9	pa-025	diguem	500.89-506.43	clips/pa-025__diguem__500.89.wav	qa-clips/pa-025__diguem__500_89_506_43.txt	qa-clips-json/pa-025__diguem__500_89.json	sí	503.920-504.360	0.6352	0.8158	diguem	i de competències que en francès en diguem regalient.	sí	sí	sí	0.036	0.063	0.6775	-29.56	256.77	99.42	920.83	0.060	pendent					
116	A-triple-consens	9	pa-025	evidentment	1156.61-1160.31	clips/pa-025__evidentment__1156.61.wav	qa-clips/pa-025__evidentment__1156_61_1160_31.txt	qa-clips-json/pa-025__evidentment__1156_61.json	sí	1157.410-1157.970	0.7289	0.8639	evidentment	Tinc els noms, que evidentment no us els donaré.	sí	sí	sí	0.063	0.070	0.3641	-37.44	145.12	179.67	978.18	0.180	pendent					
117	A-triple-consens	9	pa-025	perquè	37.17-40.43	clips/pa-025__perqu__37.17.wav	qa-clips/pa-025__perque__37_17_40_43.txt	qa-clips-json/pa-025__perqu__37_17.json	sí	37.720-38.150	0.8440	0.8440	perquè	molt grans perquè abans no els deixaven votar, que eren...	sí	sí	sí	0.032	0.033	0.7284	-27.41	238.48	110.83	788.55	0.060	pendent					
118	A-triple-consens	9	pa-025	reformeta	1085.53-1091.51	clips/pa-025__reformeta__1085.53.wav	qa-clips/pa-025__reformeta__1085_53_1091_51.txt	qa-clips-json/pa-025__reformeta__1085_53.json	sí	1087.670-1088.430	0.4505	0.7125	reformeta	que volia donar una reformeta més arregladeta.	sí	sí	sí	0.083	0.061	0.5101	-34.05	254.39	96.19	983.85	0.060	pendent					
119	A-triple-consens	9	pa-026	a nivell	38.25-41.75	clips/pa-026__a-nivell__38.25.wav	qa-clips/pa-026__a-nivell__38_25_41_75.txt	qa-clips-json/pa-026__a-nivell__38_25.json	sí	39.670-40.270	0.8241	0.9114	a nivell	A.  Però a nivell nacional volia dir...	sí	sí	sí	0.071	0.074	0.4368	-44.97	273.89	48.77	1526.38	0.540	pendent					
120	A-triple-consens	9	pa-026	a veure	64.09-68.39	clips/pa-026__a-veure__64.09.wav	qa-clips/pa-026__a-veure__64_09_68_39.txt	qa-clips-json/pa-026__a-veure__64_09.json	sí	65.640-66.580	0.6966	0.8417	a veure	Sí, sí, a veure.	sí	sí	sí	0.041	0.316	0.2150	-49.54	267.70	64.16	1977.87	0.480	pendent					
121	A-triple-consens	9	pa-026	perquè	150.53-156.67	clips/pa-026__perqu__150.53.wav	qa-clips/pa-026__perque__150_53_156_67.txt	qa-clips-json/pa-026__perqu__150_53.json	sí	150.950-151.140	0.6276	0.6276	perquè	perquè no em vull ascendre amb les coses de palacio que hi van molt després.	sí	sí	sí	0.056	0.099	0.4575	-37.47	233.56	167.40	1224.15	0.070	pendent					
122	A-triple-consens	9	pa-026	reformeta	138.61-145.67	clips/pa-026__reformeta__138.61.wav	qa-clips/pa-026__reformeta__138_61_145_67.txt	qa-clips-json/pa-026__reformeta__138_61.json	sí	141.660-142.350	0.9543	0.9609	reformeta	La diferència és que la reformeta tractava amb assaig.	sí	sí	sí	0.100	0.045	0.4460	-39.48	255.30	162.43	1706.53	0.080	pendent					
123	A-triple-consens	9	pa-027	crec	8.81-14.39	clips/pa-027__crec__8.81.wav	qa-clips/pa-027__crec__8_81_14_39.txt	qa-clips-json/pa-027__crec__8_81.json	sí	10.710-10.830	0.9514	0.9514	crec	I ho recordo perquè no crec que era la ràdio,  no sé si havia televisió en aquest moment.	sí	sí	sí	0.030	0.075	0.6295	-31.10	215.11	122.12	872.57	0.060	pendent					
