candidat_a	candidat_b	n_formes_compartides	formes	estat
lead-rtva-011-josep-dalleres	lead-yt-044-laura-casanovas	12	a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;novel·la;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-045-arnau-rius	11	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-046-alberto-villagrasa	10	a veure;bueno;bé;clar;comú;doncs;evidentment;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-047-katia-ustina	6	bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-048-ander-mirambell	10	a nivell;a veure;bueno;bé;clar;comú;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-049-joan-piquet	14	a nivell;a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-050-pau-chica	13	a nivell;a veure;bueno;bé;català;clar;doncs;evidentment;francès;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-051-albert-vilaro	9	a veure;bueno;bé;clar;diguem;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-052-valenti-closa	13	a nivell;a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-053-sonia-andorrita	11	a veure;bueno;bé;clar;comú;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-054-francesc-solana	12	a veure;bueno;bé;clar;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-055-enric-flix	10	a veure;bueno;bé;clar;doncs;evidentment;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-056-arnau-fortuny	13	a veure;bueno;bé;clar;de fet;diguem;doncs;evidentment;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-057-gabriel-lezkano	9	bueno;bé;clar;doncs;evidentment;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-011-josep-dalleres	lead-yt-058-nuria-pablos	11	a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-013-pere-vilanova	15	Andorra;Consell General;Constitució;a veure;bueno;bé;català;clar;de fet;doncs;francès;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-014-joan-burgues	14	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;francès;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-015-isidre-baro	12	Andorra;Ordino;bueno;bé;clar;comuns;doncs;evidentment;llavors;no?;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-016-josep-areny	16	Andorra;Constitució;Escaldes;a veure;bueno;bé;clar;de fet;doncs;evidentment;francès;llavors;no?;padrí;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-017-simo-duro	17	Andorra;Consell General;Constitució;Ordino;a veure;bueno;bé;clar;conseller;de fet;doncs;evidentment;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-018-ricard-fiter	15	Andorra;Consell General;Constitució;a veure;bueno;bé;català;clar;de fet;doncs;francès;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-019-lisa-cruz	12	Andorra;a veure;bueno;bé;clar;comuns;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-020-monica-bonell	14	Andorra;Ordino;a veure;bueno;bé;clar;comuns;de fet;doncs;evidentment;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-021-bonaventura-riberaygua	18	Andorra;Escaldes;a veure;bueno;bé;català;clar;conseller;de fet;doncs;evidentment;francès;llavors;ministre;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-022-josep-marsal	17	Andorra;Constitució;a veure;bueno;bé;clar;comuns;conseller;de fet;doncs;evidentment;francès;llavors;no?;padrí;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-023-josep-maria-cases	12	Andorra;Ordino;a veure;bueno;bé;clar;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-024-denisa-font	14	Andorra;a veure;bueno;bé;català;clar;comunals;de fet;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-025-albert-gelabert	18	Andorra;Escaldes;Massana;a veure;bueno;bé;català;clar;comunals;comuns;conseller;de fet;doncs;evidentment;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-026-rosa-maria-mandico	13	Andorra;a veure;bueno;bé;clar;conseller;de fet;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-027-jordi-guillamet	15	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;evidentment;francès;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-028-pere-besoli	16	Andorra;Escaldes;a veure;bueno;bé;català;clar;de fet;doncs;evidentment;francès;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-029-angelina-mas	14	Andorra;Escaldes;a veure;bueno;bé;clar;de fet;doncs;francès;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-030-casimir-arajol	11	Andorra;a veure;bueno;bé;clar;conseller;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-031-ramon-rossell	15	Escaldes;a veure;bueno;bé;català;clar;conseller;de fet;doncs;evidentment;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-032-anna-riberaygua	14	Andorra;a veure;bueno;bé;clar;de fet;doncs;evidentment;francès;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-059-carles-ensenyat	7	Consell General;Escaldes;bé;comuns;doncs;evidentment;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-060-xavier-espot-actual	1	per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-rtva-061-antoni-morell	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-033-david-montane	3	clar;comuns;doncs	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-034-antoni-marti	7	Andorra;a veure;bé;català;evidentment;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-035-cerni-escale	12	Consell General;bueno;bé;català;comunals;de fet;doncs;evidentment;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-036-xavier-espot	11	Andorra;Ordino;a veure;bé;clar;comuns;de fet;doncs;evidentment;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-037-oscar-ribas	9	Andorra;a veure;bueno;bé;doncs;evidentment;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-038-conxita-marsol	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-039-marta-roure	12	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-040-guillem-forne	13	Andorra;Massana;Ordino;a veure;bueno;bé;clar;conseller;de fet;doncs;no?;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-042-andreu-gonzalez	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-043-oriol-agorreta	11	a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-044-laura-casanovas	13	Andorra;Escaldes;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-045-arnau-rius	11	a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-046-alberto-villagrasa	8	a veure;bueno;bé;clar;doncs;evidentment;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-047-katia-ustina	6	Andorra;bueno;bé;doncs;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-048-ander-mirambell	9	Andorra;a veure;bueno;bé;clar;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-049-joan-piquet	12	a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-050-pau-chica	14	Andorra;a veure;bueno;bé;català;clar;doncs;evidentment;francès;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-051-albert-vilaro	10	Andorra;a veure;bueno;bé;clar;doncs;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-052-valenti-closa	13	Escaldes;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;padrí;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-053-sonia-andorrita	12	Andorra;Escaldes;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-054-francesc-solana	12	Andorra;a veure;bueno;bé;clar;doncs;evidentment;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-055-enric-flix	13	Andorra;Ordino;a veure;bueno;bé;clar;doncs;evidentment;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-056-arnau-fortuny	13	Andorra;a veure;bueno;bé;clar;de fet;doncs;evidentment;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-057-gabriel-lezkano	8	bueno;bé;clar;doncs;evidentment;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-012-marc-forne	lead-yt-058-nuria-pablos	13	Andorra;Escaldes;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè;vull dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-014-joan-burgues	15	Andorra;a veure;bueno;bé;castellà;català;clar;de fet;doncs;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-015-isidre-baro	9	Andorra;bueno;bé;clar;doncs;llavors;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-016-josep-areny	16	Andorra;Constitució;a veure;bueno;bé;clar;de fet;doncs;francès;llavors;no?;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-017-simo-duro	16	Andorra;Consell General;Constitució;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-018-ricard-fiter	18	Andorra;Consell General;Constitució;a veure;administració;bueno;bé;català;clar;de fet;doncs;dret;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-019-lisa-cruz	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-020-monica-bonell	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;parròquia;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-021-bonaventura-riberaygua	15	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;francès;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-022-josep-marsal	15	Andorra;Constitució;a veure;bueno;bé;clar;de fet;doncs;francès;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-023-josep-maria-cases	11	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-024-denisa-font	14	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-025-albert-gelabert	15	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-026-rosa-maria-mandico	13	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-027-jordi-guillamet	14	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-028-pere-besoli	16	Andorra;a veure;bueno;bé;castellà;català;clar;de fet;doncs;francès;llavors;no?;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-029-angelina-mas	13	Andorra;a veure;bueno;bé;clar;de fet;doncs;francès;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-030-casimir-arajol	10	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-031-ramon-rossell	14	a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-032-anna-riberaygua	13	Andorra;a veure;bueno;bé;clar;de fet;doncs;francès;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-059-carles-ensenyat	4	Consell General;bé;doncs;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-060-xavier-espot-actual	1	per tant	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-rtva-061-antoni-morell	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-033-david-montane	4	administració;clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-034-antoni-marti	7	Andorra;a veure;bé;català;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-035-cerni-escale	11	Consell General;bueno;bé;català;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-036-xavier-espot	11	Andorra;a veure;bé;clar;de fet;doncs;o sigui;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-037-oscar-ribas	9	Andorra;a veure;bueno;bé;doncs;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-038-conxita-marsol	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-039-marta-roure	14	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè;universitat	semblança textual exploratòria; pendent d'audició
lead-rtva-013-pere-vilanova	lead-yt-040-guillem-forne	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;no?;o sigui;parròquia;perquè;és a dir	semblança textual exploratòria; pendent d'audició
